"Freq [MHz]","dB(S(1,1)) []"
100,-9.37636453112308
102,-10.7022828078264
104,-12.0876983220009
106,-13.4191122457459
108,-14.4894773771097
110,-15.0456505115607
112,-14.967741663027
114,-14.3867046145447
116,-13.5495316353508
118,-12.6481326624912
120,-11.7825729986885
122,-10.99203741122
124,-10.2856494550135
126,-9.65985257795457
128,-9.10658899864936
130,-8.61683323122293
132,-8.18200491068198
134,-7.79445424987321
136,-7.44755609941879
138,-7.13564904447316
140,-6.85392245192003
142,-6.59829504909292
144,-6.36530225125502
146,-6.15199785680118
148,-5.95587078221001
150,-5.77477555427966
152,-5.60687466525914
154,-5.45059085276236
156,-5.30456754496526
158,-5.16763594485563
160,-5.038787455459
162,-4.91715034583813
164,-4.80196985556112
166,-4.69259138337412
168,-4.58844683080257
170,-4.48904382214308
172,-4.39395657189314
174,-4.3028172009133
176,-4.21530751990552
178,-4.1311518963228
180,-4.05011142790278
182,-3.97197920941091
184,-3.89657641265066
186,-3.82374898830332
188,-3.75336487073447
190,-3.68531161230989
192,-3.61949437677818
194,-3.55583423774499
196,-3.4942667232351
198,-3.43474055179538
200,-3.37721650910549
