"Freq [MHz]","dB(S(1,1)) []"
100,-8.06036676118087
102,-9.27150837585994
104,-10.6135714461146
106,-12.06326776583
108,-13.546948070342
110,-14.8937071225708
112,-15.8159374118544
114,-16.0479410195023
116,-15.6015684986419
118,-14.7484827889051
120,-13.761019363171
122,-12.7927527330883
124,-11.9052425786154
126,-11.114112968812
128,-10.4161988775446
130,-9.80193959715864
132,-9.26047944477407
134,-8.78151789568053
136,-8.35604246222729
138,-7.97628630192061
140,-7.63568872864087
142,-7.32872319924614
144,-7.0507362518104
146,-6.7978030273012
148,-6.56660431601414
150,-6.35432439495043
152,-6.15856705878619
154,-5.97728687127059
156,-5.80873286216378
158,-5.65140228550923
160,-5.50400245649369
162,-5.36541905460295
164,-5.23468960916612
166,-5.11098122638701
168,-4.99357200030782
170,-4.88183516842113
172,-4.77522994230117
174,-4.6732845776185
176,-4.57559248313743
178,-4.48179430111995
180,-4.39160232916425
182,-4.30472991698336
184,-4.22095103983115
186,-4.14006370861405
188,-4.06189151453013
190,-3.98628838911017
192,-3.91311890641621
194,-3.84226671015327
196,-3.77365333853875
198,-3.70718773312838
200,-3.64281257347487
