"Theta [deg]","dB(GainTotal) [] - Freq='0.08GHz' Phi='90deg'"
-90,-inf
-89,-1.84445184876584
-88,-1.81932902313679
-87,-1.77783949805632
-86,-1.72053960306592
-85,-1.64817674159931
-84,-1.56166107590896
-83,-1.46203311967873
-82,-1.35042948710173
-81,-1.228048900739
-80,-1.09612022848176
-79,-0.955873877290104
-78,-0.808517393609834
-77,-0.655215670059409
-76,-0.497075777766416
-75,-0.335136155215491
-74,-0.170359691347349
-73,-0.00363013397635538
-72,0.164248781686885
-71,0.332552074027404
-70,0.500630665386353
-69,0.667907412719862
-68,0.833872412968074
-67,0.998077901570987
-66,1.16013299229003
-65,1.31969844472122
-64,1.4764815937177
-63,1.63023153234073
-62,1.78073460620343
-61,1.92781025108249
-60,2.07130718624375
-59,2.2110999618679
-58,2.34708584918545
-57,2.47918205548386
-56,2.60732324223795
-55,2.73145932258258
-54,2.85155351367575
-53,2.96758061978185
-52,3.07952552282841
-51,3.18738185851952
-50,3.29115085765307
-49,3.39084033396164
-48,3.48646380149016
-47,3.57803970617863
-46,3.66559075789487
-45,3.74914335063834
-44,3.8287270599981
-43,3.90437420819219
-42,3.97611948814167
-41,4.04399963904628
-40,4.10805316683439
-39,4.16832010366766
-38,4.22484180139707
-37,4.27766075450138
-36,4.32682044859885
-35,4.37236523111718
-34,4.41434020114137
-33,4.45279111584175
-32,4.48776431122106
-31,4.51930663521559
-30,4.54746539144551
-29,4.57228829213928
-28,4.59382341895877
-27,4.61211919063038
-26,4.62722433644501
-25,4.63918787482956
-24,4.64805909631681
-23,4.65388755035072
-22,4.65672303546322
-21,4.65661559244639
-20,4.65361550022334
-19,4.64777327419248
-18,4.63913966688367
-17,4.62776567082299
-16,4.61370252355501
-15,4.59700171481842
-14,4.57771499591341
-13,4.55589439133654
-12,4.53159221279272
-11,4.50486107572258
-10,4.47575391850852
-9,4.44432402454333
-8,4.41062504736087
-7,4.37471103903985
-6,4.33663648209791
-5,4.296456325094
-4,4.25422602215257
-3,4.21000157661208
-2,4.16383958898305
-1,4.1157973093766
0,4.06593269453225
1,4.01430446953428
2,3.96097219425695
3,3.90599633452173
4,3.84943833788225
5,3.79136071387557
6,3.73182711849049
7,3.6709024425052
8,3.60865290323673
9,3.54514613912356
10,3.48045130643093
11,3.41463917722448
12,3.34778223760444
13,3.27995478502873
14,3.21123302338041
15,3.14169515425537
16,3.07142146276066
17,3.00049439592517
18,2.92899863163668
19,2.85702113583437
20,2.78465120550966
21,2.7119804949054
22,2.63910302215975
23,2.56611515352354
24,2.49311556219579
25,2.42020515877978
26,2.3474869903704
27,2.27506610535064
28,2.203049381112
29,2.13154531212735
30,2.06066375610516
31,1.99051563634766
32,1.92121259892828
33,1.85286662389918
34,1.78558959043815
35,1.71949279664315
36,1.65468643557493
37,1.59127903012217
38,1.5293768303032
39,1.4690831777013
40,1.41049784283101
41,1.35371634231908
42,1.29882924382045
43,1.2459214675389
44,1.19507159404439
45,1.1463511887348
46,1.09982415374192
47,1.05554611829723
48,1.01356387852571
49,0.973914897307233
50,0.936626874227461
51,0.901717394736005
52,0.869193666454734
53,0.839052349160046
54,0.811279483338033
55,0.785850520428807
56,0.76273045599135
57,0.741874065093795
58,0.723226237329036
59,0.706722407033376
60,0.692289072604703
61,0.679844397326988
62,0.669298882851456
63,0.660556105492805
64,0.653513504789954
65,0.648063213362273
66,0.644092916959255
67,0.641486733738796
68,0.640126102192127
69,0.639890667730546
70,0.640659158723294
71,0.642310243687864
72,0.644723362342617
73,0.647779524297117
74,0.651362070240617
75,0.655357391559736
76,0.659655605343256
77,0.664151182690675
78,0.668743529112608
79,0.673337516581243
80,0.677843967448621
81,0.682180090994598
82,0.68626987379443
83,0.690044425409865
84,0.693442281112683
85,0.696409663453149
86,0.698900704495902
87,0.70087763047294
88,0.702310910449971
89,0.703179370444611
90,-inf
