"Theta [deg]","dB(GainTotal) [] - Freq='0.078GHz' Phi='90deg'"
-90,-inf
-89,-2.8078598838575
-88,-2.77824588953478
-87,-2.72942860207797
-86,-2.66218930566849
-85,-2.5775691311974
-84,-2.47682260334444
-83,-2.36136564980747
-82,-2.23272217466003
-81,-2.0924728153987
-80,-1.94220869206357
-79,-1.78349200160624
-78,-1.61782437561318
-77,-1.44662312102676
-76,-1.27120486276379
-75,-1.0927757168322
-74,-0.912426921490809
-73,-0.73113480280195
-72,-0.549764005002103
-71,-0.369073034320764
-70,-0.189721313980634
-69,-0.012277104074407
-68,0.162774212691369
-67,0.335021848413401
-66,0.504121590562962
-65,0.669788217935135
-64,0.831788456060021
-63,0.989934525044911
-62,1.14407829580728
-61,1.29410604492041
-60,1.43993378128601
-59,1.58150310741557
-58,1.71877757248378
-57,1.8517394721219
-56,1.98038705007302
-55,2.10473205852793
-54,2.22479763660649
-53,2.34061646961661
-52,2.45222919511407
-51,2.55968302519624
-50,2.66303055776072
-49,2.76232875256311
-48,2.85763805077266
-47,2.94902161932906
-46,3.03654470374688
-45,3.12027407510182
-44,3.20027755878131
-43,3.27662363420812
-42,3.34938109617066
-41,3.41861876963605
-40,3.48440527100384
-39,3.54680880969558
-38,3.60589702478756
-37,3.66173685209523
-36,3.71439441772282
-35,3.76393495461308
-34,3.81042273908083
-33,3.85392104470004
-32,3.89449211124633
-31,3.9321971266826
-30,3.96709622042114
-29,3.99924846630786
-28,4.02871189395671
-27,4.05554350722095
-26,4.07979930872487
-25,4.10153432949935
-24,4.1208026628691
-23,4.13765750183158
-22,4.15215117924905
-21,4.16433521024812
-20,4.17426033628619
-19,4.1819765704038
-18,4.18753324323552
-17,4.19097904940207
-16,4.19236209395196
-15,4.19172993856415
-14,4.18912964726277
-13,4.1846078314325
-12,4.17821069395823
-11,4.16998407234522
-10,4.15997348070622
-9,4.14822415053032
-8,4.13478107017333
-7,4.11968902303295
-6,4.10299262439156
-5,4.08473635692704
-4,4.06496460490551
-3,4.04372168708058
-2,4.02105188833054
-1,3.99699949006761
0,3.9716087994526
1,3.94492417744301
2,3.91699006569308
3,3.88785101231068
4,3.85755169645801
5,3.82613695176081
6,3.79365178846508
7,3.76014141425048
8,3.72565125357682
9,3.69022696540461
10,3.65391445909297
11,3.61675990823924
12,3.57880976218535
13,3.54011075487715
14,3.50070991072545
15,3.46065454708341
16,3.41999227292426
17,3.37877098327842
18,3.3370388489712
19,3.2948443011919
20,3.25223601042522
21,3.20926285928618
22,3.16597390882253
23,3.12241835788477
24,3.07864549521371
25,3.0347046439606
26,2.99064509843477
27,2.94651605296857
28,2.90236652289959
29,2.85824525779347
30,2.81420064716676
31,2.77028061911667
32,2.72653253241932
33,2.68300306281961
34,2.63973808439872
35,2.59678254706759
36,2.55418035139074
37,2.51197422209181
38,2.47020558172415
39,2.42891442610313
40,2.38813920318684
41,2.34791669715388
42,2.30828191945771
43,2.2692680086331
44,2.23090614058895
45,2.19322545104183
46,2.15625297162489
47,2.12001358104846
48,2.08452997249234
49,2.04982263817954
50,2.01590987181911
51,1.98280778931884
52,1.95053036786101
53,1.91908950311368
54,1.88849508402395
55,1.85875508431474
56,1.82987566949199
57,1.80186131787241
58,1.77471495387015
59,1.74843809154162
60,1.72303098618762
61,1.69849279165547
62,1.6748217208769
63,1.65201520712138
64,1.6300700634429
65,1.60898263785047
66,1.58874896183828
67,1.56936489006908
68,1.55082622920915
69,1.53312885416287
70,1.5162688102415
71,1.5002424001198
72,1.48504625477713
73,1.47067738797936
74,1.45713323422559
75,1.44441167045111
76,1.43251102213606
77,1.42143005480971
78,1.41116795225446
79,1.40172428299412
80,1.39309895689038
81,1.38529217386353
82,1.37830436689332
83,1.37213614153959
84,1.36678821424682
85,1.36226135166241
86,1.35855631310367
87,1.35567379815816
88,1.35361440120807
89,1.35237857433865
90,-inf
