"Theta [deg]","dB(GainTotal) [] - Freq='0.06GHz' Phi='90deg'"
-90,-inf
-89,-2.50258751726702
-88,-2.48331010149878
-87,-2.45142977867339
-86,-2.40731080920393
-85,-2.35144619499841
-84,-2.2844421061116
-83,-2.20699966322068
-82,-2.11989515069785
-81,-2.02395972085798
-80,-1.92005954998726
-79,-1.80907724436073
-78,-1.69189509689421
-77,-1.56938058834126
-76,-1.44237433235935
-75,-1.31168049619579
-74,-1.17805959632468
-73,-1.04222347337537
-72,-0.904832190987347
-71,-0.76649257386211
-70,-0.627758094971195
-69,-0.489129834114838
-68,-0.351058253843471
-67,-0.213945569144912
-66,-0.0781485203636267
-65,0.056018608266229
-64,0.18828085119856
-63,0.318399404223616
-62,0.446168522035225
-61,0.571412525221029
-60,0.693982954443962
-59,0.813755896136298
-58,0.930629493469447
-57,1.0445216482689
-56,1.15536791350091
-55,1.26311957158611
-54,1.36774189075938
-53,1.46921254970629
-52,1.56752021952306
-51,1.66266329147053
-50,1.7546487388633
-49,1.84349110162547
-48,1.92921158245535
-47,2.01183724409637
-46,2.09140029785213
-45,2.16793747416786
-44,2.24148946679572
-43,2.31210044274695
-42,2.37981761089326
-41,2.44469084270412
-40,2.5067723391898
-39,2.56611633865941
-38,2.62277886039765
-37,2.67681747981558
-36,2.72829113104002
-35,2.77725993327647
-34,2.8237850376152
-33,2.86792849125145
-32,2.90975311636279
-31,2.94932240113262
-30,2.98670040063157
-29,3.02195164547124
-28,3.05514105633054
-27,3.08633386262602
-26,3.11559552375679
-25,3.14299165150423
-24,3.16858793230828
-23,3.1924500482784
-22,3.2146435959288
-21,3.23523400175669
-20,3.25428643390934
-19,3.27186570931292
-18,3.28803619576215
-17,3.3028617085977
-16,3.31640540172608
-15,3.32872965286584
-14,3.33989594303371
-13,3.3499647304141
-12,3.35899531888513
-11,3.36704572160218
-10,3.37417252016627
-9,3.38043072002613
-8,3.38587360288034
-7,3.39055257695595
-6,3.39451702614199
-5,3.39781415904842
-4,3.40048885914123
-3,3.4025835371712
-2,3.4041379871661
-1,3.4051892472917
0,3.40577146690544
1,3.40591578112706
2,3.40565019423161
3,3.40499947313326
4,3.40398505217198
5,3.4026249503411
6,3.40093370200281
7,3.39892230203161
8,3.39659816620591
9,3.39396510753564
10,3.39102332907319
11,3.38776943360771
12,3.38419645049263
13,3.38029387970496
14,3.37604775308738
15,3.37144071258123
16,3.36645210512488
17,3.36105809376867
18,3.35523178444865
19,3.34894336776682
20,3.34216027504883
21,3.33484734789141
22,3.32696702037175
23,3.31847951307111
24,3.30934303806357
25,3.29951401403892
26,3.28894729076423
27,3.27759638214159
28,3.26541370718708
29,3.25235083833802
30,3.23835875658834
31,3.22338811305515
32,3.2073894966895
33,3.19031370795955
34,3.17211203845238
35,3.15273655645882
36,3.13214039872129
37,3.11027806863624
38,3.08710574130622
39,3.0625815759307
40,3.03666603610561
41,3.00932221866711
42,2.98051619176129
43,2.95021734284563
44,2.91839873732613
45,2.88503748850129
46,2.85011513941706
47,2.81361805712928
48,2.77553783971669
49,2.73587173618231
50,2.69462307911642
51,2.65180172966326
52,2.60742453392872
53,2.56151578947851
54,2.51410771999806
55,2.4652409555095
56,2.41496501475871
57,2.3633387854935
58,2.31043099734677
59,2.25632068091797
60,2.20109760541494
61,2.14486268588812
62,2.08772834967589
63,2.02981885021187
64,1.97127051485819
65,1.91223191197453
66,1.85286392107423
67,1.79333968873601
68,1.73384445202743
69,1.67457521066398
70,1.61574022909847
71,1.55755835034012
72,1.50025810467642
73,1.44407659874207
74,1.38925817366056
75,1.33605282535856
76,1.28471438566035
77,1.23549846938746
78,1.18866020032231
79,1.14445173736173
80,1.10311963120776
81,1.06490205114947
82,1.03002593041852
83,0.998704086729789
84,0.97113238138131
85,0.947486985127189
86,0.927921821444635
87,0.912566257386568
88,0.901523108699272
89,0.894867019151681
90,-inf
