"Theta [deg]","dB(GainTotal) [] - Freq='0.084GHz' Phi='90deg'"
-90,-inf
-89,-0.588995651623261
-88,-0.5615747275305
-87,-0.516327825699702
-86,-0.453915591245458
-85,-0.375222326950475
-84,-0.281319796596339
-83,-0.173426231446002
-82,-0.0528635735520666
-81,0.078984283018859
-80,0.220710013713514
-79,0.370916560964137
-78,0.528245092160807
-77,0.691396906439298
-76,0.859149461974952
-75,1.03036703802841
-74,1.2040067524362
-73,1.37912074610303
-72,1.55485534899084
-71,1.73044798535824
-70,1.90522248437797
-69,2.07858335523012
-68,2.25000947719714
-67,2.4190475540227
-66,2.58530559270656
-65,2.74844659196049
-64,2.90818256479823
-63,3.06426897208008
-62,3.2164996076092
-61,3.36470194871473
-60,3.50873296732995
-59,3.64847538372876
-58,3.78383433689667
-57,3.91473444080473
-56,4.04111719367743
-55,4.16293870695426
-54,4.28016772146899
-53,4.3927838799808
-52,4.50077622727184
-51,4.60414191134877
-50,4.70288506169199
-49,4.79701582287643
-48,4.88654952417224
-47,4.971505967878
-46,5.05190882112129
-45,5.12778509767027
-44,5.1991647179361
-43,5.26608013681512
-42,5.32856603033043
-41,5.38665903319732
-40,5.44039752046831
-39,5.48982142732308
-38,5.53497210187005
-37,5.57589218653055
-36,5.61262552419413
-35,5.64521708587528
-34,5.6737129170754
-33,5.69816010046829
-32,5.71860673288924
-31,5.73510191492277
-30,5.74769575165876
-29,5.75643936342437
-28,5.76138490550527
-27,5.76258559604633
-26,5.76009575147322
-25,5.75397082890376
-24,5.74426747512443
-23,5.73104358179341
-22,5.71435834659989
-21,5.69427234015948
-20,5.67084757845932
-19,5.6441476006833
-18,5.61423755224923
-17,5.58118427287394
-16,5.54505638945115
-15,5.50592441347838
-14,5.46386084270387
-13,5.41894026658176
-12,5.37123947502282
-11,5.32083756980878
-10,5.26781607790051
-9,5.21225906571301
-8,5.15425325325499
-7,5.09388812683621
-6,5.03125604883452
-5,4.96645236278694
-4,4.89957549182743
-3,4.83072702824218
-2,4.76001181165352
-1,4.68753799308302
0,4.61341708188733
1,4.53776397231577
2,4.46069694621532
3,4.38233764821595
4,4.30281102958094
5,4.2222452568139
6,4.14077158109272
7,4.05852416466434
8,3.97563986049955
9,3.89225794178795
10,3.80851977826518
11,3.7245684569187
12,3.64054834532524
13,3.55660459673763
14,3.47288259706161
15,3.38952735503847
16,3.30668283826501
17,3.22449125911554
18,3.14309231615329
19,3.06262239819144
20,2.98321375974
21,2.90499367810017
22,2.82808360378179
23,2.75259831715958
24,2.67864510528471
25,2.60632297346961
26,2.53572190661052
27,2.46692219516041
28,2.39999384018269
29,2.33499605099196
30,2.27197684752567
31,2.21097277781672
32,2.15200875879749
33,2.09509804622488
34,2.04024233685434
35,1.98743200320015
36,1.93664645839993
37,1.88785464595229
38,1.84101564651666
39,1.7960793916396
40,1.75298747227742
41,1.71167402837654
42,1.67206670458892
43,1.63408765645584
44,1.59765459108754
45,1.56268182647558
46,1.52908135406425
47,1.49676389002499
48,1.46563990176738
49,1.43562059751738
50,1.4066188682345
51,1.37855017266133
52,1.35133335784551
53,1.3248914089927
54,1.29915212395949
55,1.27404870904243
56,1.24952029394015
57,1.22551236484519
58,1.20197711555284
59,1.17887371725827
60,1.1561685083564
61,1.13383510607363
62,1.11185444216394
63,1.09021472521075
64,1.06891133231295
65,1.04794663311772
66,1.02732974931645
67,1.00707625286169
68,0.987207806310626
69,0.967751748869823
70,0.948740631918142
71,0.930211708029365
72,0.912206377807492
73,0.894769599187148
74,0.877949264235276
75,0.861795548910954
76,0.846360241685932
77,0.831696057384034
78,0.817855943044051
79,0.804892383027077
80,0.792856710952442
81,0.781798436332522
82,0.771764593963121
83,0.76279912419077
84,0.754942292102795
85,0.748230153456287
86,0.742694074768184
87,0.738360314428135
88,0.735249670979082
89,0.733377203778814
90,-inf
