"Theta [deg]","dB(GainTotal) [] - Freq='0.075GHz' Phi='90deg'"
-90,-inf
-89,-3.8737787870514
-88,-3.8292325097201
-87,-3.75615357006369
-86,-3.65620205143619
-85,-3.53154068110651
-84,-3.38470061859948
-83,-3.2184406762431
-82,-3.03561404933471
-81,-2.83905282820058
-80,-2.63147608802739
-79,-2.41542324489628
-78,-2.19321124943759
-77,-1.96691225617918
-76,-1.7383475414216
-75,-1.50909337479472
-74,-1.28049497931567
-73,-1.05368538620111
-72,-0.829606721423563
-71,-0.609032140385372
-70,-0.392587201002728
-69,-0.180769917960612
-68,0.026030921878606
-67,0.227519364151017
-66,0.423477832613917
-65,0.613754535430187
-64,0.798252593479766
-63,0.976920723389862
-62,1.14974529900637
-61,1.31674361848851
-60,1.47795821496776
-59,1.6334520632765
-58,1.78330455132234
-57,1.92760810081602
-56,2.06646533739508
-55,2.19998672426034
-54,2.32828858605416
-53,2.45149146081608
-52,2.56971872750736
-51,2.68309546490977
-50,2.79174750480764
-49,2.89580064839563
-48,2.99538001995572
-47,3.09060953614054
-46,3.18161147280413
-45,3.26850611433556
-44,3.35141147296628
-43,3.43044306761478
-42,3.50571375356906
-41,3.57733359574474
-40,3.64540977944245
-39,3.71004655350355
-38,3.77134520156233
-37,3.82940403774503
-36,3.8843184236966
-35,3.93618080424446
-34,3.98508075935461
-33,4.03110507031137
-32,4.07433779827359
-31,4.11486037353484
-30,4.15275169395465
-29,4.18808823113772
-28,4.22094414302585
-27,4.25139139163768
-26,4.27949986474896
-25,4.30533750035425
-24,4.32897041279264
-23,4.35046301945796
-22,4.36987816704942
-21,4.38727725635335
-20,4.40272036458181
-19,4.41626636433004
-18,4.42797303825269
-17,4.43789718859904
-16,4.44609474078973
-15,4.45262084026298
-14,4.45752994186601
-13,4.46087589111811
-12,4.46271199672521
-11,4.4630910937823
-10,4.46206559715884
-9,4.45968754462459
-8,4.45600862933802
-7,4.45108022138724
-6,4.44495337814413
-5,4.43767884326594
-4,4.42930703425531
-3,4.41988801856911
-2,4.40947147834883
-1,4.39810666393026
0,4.38584233637761
1,4.37272669937697
2,4.35880732091537
3,4.34413104526458
4,4.32874389588207
5,4.31269096993552
6,4.29601632524975
7,4.27876286056653
8,4.26097219009646
9,4.24268451342724
10,4.22393848193335
11,4.20477106290737
12,4.18521740270079
13,4.16531069022304
14,4.14508202219852
15,4.12456027162316
16,4.10377196089305
17,4.08274114109708
18,4.06148927897348
19,4.04003515302542
20,4.01839476027379
21,3.99658123509607
22,3.97460478155818
23,3.95247262059327
24,3.9301889533165
25,3.90775494169018
26,3.8851687076695
27,3.86242535186644
28,3.83951699267017
29,3.81643282665666
30,3.79315921101067
31,3.76967976857008
32,3.7459755159874
33,3.7220250153874
34,3.69780454978344
35,3.6732883224
36,3.64844867993452
37,3.62325635967903
38,3.59768076031047
39,3.57169023604795
40,3.54525241376459
41,3.51833453252934
42,3.49090380493936
43,3.46292779948292
44,3.43437484304525
45,3.4052144425301
46,3.37541772441718
47,3.34495789090336
48,3.31381069108164
49,3.28195490539047
50,3.24937284131222
51,3.2160508380099
52,3.18197977725923
53,3.14715559765527
54,3.11157980864576
55,3.07526000046277
56,3.03821034549023
57,3.00045208601665
58,2.9620140026832
59,2.92293285725255
60,2.88325380260364
61,2.84303075211451
62,2.80232669985036
63,2.76121398225001
64,2.71977447133404
65,2.67809968887901
66,2.63629083056038
67,2.59445868881315
68,2.55272346315165
69,2.51121444699034
70,2.47006958067896
71,2.4294348615708
72,2.38946360353923
73,2.3503155404904
74,2.31215577112057
75,2.27515354544098
76,2.23948089742058
77,2.20531113242068
78,2.17281718281992
79,2.14216985021437
80,2.1135359576473
81,2.0870764402577
82,2.06294440728844
83,2.04128321229882
84,2.02222457141317
85,2.00588677125845
86,1.99237300868474
87,1.98176990327099
88,1.97414622091348
89,1.96955184251794
90,-inf
