"Theta [deg]","dB(GainTotal) [] - Freq='0.086GHz' Phi='90deg'"
-90,-inf
-89,0.243593015976194
-88,0.268346138296866
-87,0.309212132675955
-86,0.365624124419816
-85,0.436820873268893
-84,0.52187589062951
-83,0.619730723810268
-82,0.729230079535655
-81,0.849156616612816
-80,0.97826358796299
-79,1.11530397560712
-78,1.25905525956602
-77,1.40833942794386
-76,1.56203822688512
-75,1.71910394396
-74,1.87856621382275
-73,2.03953544070854
-72,2.20120346566947
-71,2.3628420869007
-70,2.52379998752969
-69,2.6834985523467
-68,2.84142697499274
-67,2.99713697834202
-66,3.15023739838002
-65,3.30038881852798
-64,3.44729838810908
-63,3.59071491535256
-62,3.73042429117094
-61,3.86624527376125
-60,3.99802564460356
-59,4.12563873241693
-58,4.24898029196061
-57,4.36796571825842
-56,4.48252757306186
-55,4.59261339848763
-54,4.69818379224077
-53,4.79921071925474
-52,4.89567603563082
-51,4.98757020220664
-50,5.07489116675456
-49,5.15764339558124
-48,5.23583703708313
-47,5.30948720155013
-46,5.37861334316302
-45,5.44323873167768
-44,5.50339000271722
-43,5.55909677689953
-42,5.61039133921226
-41,5.65730837111471
-40,5.69988472880325
-39,5.73815926193141
-38,5.77217266783549
-37,5.8019673769903
-36,5.82758746601533
-35,5.84907859507631
-34,5.86648796698877
-33,5.87986430573403
-32,5.88925785245103
-31,5.89472037727349
-30,5.8963052056462
-29,5.89406725798073
-28,5.88806310170155
-27,5.87835101489337
-26,5.8649910608889
-25,5.84804517323734
-24,5.82757725056723
-23,5.80365326090464
-22,5.77634135502876
-21,5.74571198844227
-20,5.71183805150326
-19,5.67479500720748
-18,5.6346610360247
-17,5.59151718707927
-16,5.54544753482155
-15,5.49653934016295
-14,5.44488321484179
-13,5.3905732875489
-12,5.3337073700714
-11,5.2743871214092
-10,5.21271820748385
-9,5.14881045369405
-8,5.08277798718059
-7,5.01473936524919
-6,4.94481768597094
-5,4.87314067654306
-4,4.79984075456089
-3,4.7250550569373
-2,4.64892543082591
-1,4.57159838057817
0,4.49322496451542
1,4.41396063514913
2,4.33396501646555
3,4.25340161203206
4,4.17243743801454
5,4.09124257574481
6,4.00998963927497
7,3.92885315442165
8,3.84800884715669
9,3.76763284084688
10,3.68790076378142
11,3.60898677063177
12,3.53106248393063
13,3.45429586428078
14,3.37885002073999
15,3.30488197558492
16,3.23254140032882
17,3.16196934233751
18,3.09329696352876
19,3.02664431432561
20,2.96211916714394
21,2.899815934125
22,2.83981469349307
23,2.78218034777805
24,2.72696193518178
25,2.67419211261601
26,2.62388682547252
27,2.57604517511801
28,2.53064949058901
29,2.48766560617262
30,2.44704334169539
31,2.40871717760273
32,2.37260711249038
33,2.33861968681866
34,2.30664915324418
35,2.27657877144729
36,2.24828220358141
37,2.22162498554163
38,2.19646604912465
39,2.1726592707707
40,2.150055023853
41,2.12850171329964
42,2.10784727357331
43,2.08794061356412
44,2.06863299464425
45,2.04977933086896
46,2.03123940298263
47,2.01287898040964
48,1.99457084770871
49,1.97619573399147
50,1.9576431455184
51,1.9388121030677
52,1.91961178672226
53,1.89996209144296
54,1.87979409721045
55,1.85905045764705
56,1.83768571090326
57,1.81566651624496
58,1.79297181924081
59,1.7695929477639
60,1.745533640224
61,1.72081000657631
62,1.69545042174931
63,1.66949535023823
64,1.64299709976327
65,1.61601950113575
66,1.58863751085375
67,1.56093673250475
68,1.53301285283081
69,1.50497098835273
70,1.47692493879302
71,1.44899634421733
72,1.42131374385666
73,1.39401153599414
74,1.36722884010309
75,1.34110826459403
76,1.31579458603301
77,1.29143334847802
78,1.26816939456607
79,1.24614534307008
80,1.22550003071024
81,1.20636693890934
82,1.18887262877525
83,1.17313520971992
84,1.1592628686337
85,1.1473524872912
86,1.13748837556206
87,1.12974114696484
88,1.12416676104884
89,1.12080575457039
90,-inf
