"Theta [deg]","dB(GainTotal) [] - Freq='0.074GHz' Phi='90deg'"
-90,-inf
-89,-3.59704371720247
-88,-3.55279244017118
-87,-3.48019314208955
-86,-3.38088919020729
-85,-3.25702229304383
-84,-3.11110014861879
-83,-2.94585747117336
-82,-2.76412425823029
-81,-2.56871144599144
-80,-2.36231971711452
-79,-2.14747318783141
-78,-1.92647662496028
-77,-1.70139292338388
-76,-1.4740367034147
-75,-1.24597980348313
-74,-1.0185648537049
-73,-0.792923769079192
-72,-0.569998717071821
-71,-0.350563783040528
-70,-0.135246123870428
-69,0.0754541514437254
-68,0.281145800323153
-67,0.481530152152673
-66,0.676386728200793
-65,0.865560701486024
-64,1.0489520629981
-63,1.22650633115865
-62,1.39820663163779
-61,1.56406697739486
-60,1.72412658896724
-59,1.87844510909442
-58,2.02709858142689
-57,2.17017607887281
-56,2.30777688220843
-55,2.44000812344666
-54,2.56698282090822
-53,2.68881824392009
-52,2.80563455462474
-51,2.917553682623
-50,3.02469839522142
-49,3.12719153204833
-48,3.22515537787554
-47,3.31871115175933
-46,3.40797859420964
-45,3.49307563710932
-44,3.57411814362636
-43,3.65121970746457
-42,3.72449150255054
-41,3.79404217570986
-40,3.85997777609304
-39,3.92240171610948
-38,3.98141475945169
-37,4.03711503246885
-36,4.08959805570314
-35,4.13895679285508
-34,4.18528171481091
-33,4.22866087666133
-32,4.26918000587859
-31,4.30692260000749
-30,4.34197003237482
-29,4.374401664438
-28,4.40429496348276
-27,4.43172562444819
-26,4.45676769470797
-25,4.47949370067459
-24,4.49997477512006
-23,4.51828078412689
-22,4.53448045259677
-21,4.5486414872555
-20,4.56083069610154
-19,4.57111410325398
-18,4.57955705816514
-17,4.5862243381744
-16,4.59118024339416
-15,4.59448868293703
-14,4.59621325151674
-13,4.59641729548431
-12,4.59516396739637
-11,4.59251626825631
-10,4.58853707662017
-9,4.58328916382036
-8,4.57683519463127
-7,4.56923771278285
-6,4.56055911082147
-5,4.55086158392316
-4,4.54020706738234
-3,4.52865715763007
-2,4.51627301677973
-1,4.50311526085411
0,4.48924383201645
1,4.47471785530699
2,4.45959548057587
3,4.44393371050004
4,4.42778821577468
5,4.41121313877554
6,4.39426088719467
7,4.37698191935488
8,4.35942452310376
9,4.34163459037332
10,4.32365538966006
11,4.30552733883105
12,4.28728778078751
13,4.26897076461645
14,4.25060683492855
15,4.23222283211392
16,4.21384170624403
17,4.19548234730646
18,4.17715943437852
19,4.15888330622557
20,4.14065985565296
21,4.12249044974707
22,4.10437187791602
23,4.08629632938764
24,4.06825140154612
25,4.05022014019595
26,4.0321811125381
27,4.01410851333534
28,3.99597230443893
29,3.97773838755256
30,3.95936880982982
31,3.94082200164222
32,3.92205304562271
33,3.90301397588735
34,3.88365410616955
35,3.86392038546801
36,3.84375777971237
37,3.8231096778889
38,3.80191832104088
39,3.78012525256067
40,3.75767178822024
41,3.73449950443783
42,3.71055074334474
43,3.68576913329156
44,3.66010012350912
45,3.63349153170822
46,3.60589410345518
47,3.57726208218751
48,3.54755378872674
49,3.51673220909299
50,3.48476558931879
51,3.45162803578694
52,3.41730011936962
53,3.38176948131298
54,3.34503143838342
55,3.3070895842614
56,3.26795638352678
57,3.22765375382284
58,3.18621363091041
59,3.14367851032986
60,3.10010195828318
61,3.05554908314175
62,3.0100969576963
63,2.96383498092233
64,2.91686516667398
65,2.86930234539271
66,2.82127426368728
67,2.77292156558545
68,2.72439763846798
69,2.67586830627574
70,2.62751135264831
71,2.57951585732987
72,2.53208133059098
73,2.48541663268017
74,2.43973866853972
75,2.39527085226626
76,2.35224134109907
77,2.31088104504923
78,2.27142142554268
79,2.23409210446101
80,2.19911831345827
81,2.16671822205701
82,2.13710019135061
83,2.11046000766941
84,2.08697815678501
85,2.06681720361231
86,2.05011934445987
87,2.0370041983063
88,2.02756690018033
89,2.02187655291659
90,-inf
