"Freq [MHz]","dB(S(1,1)) [] - Height='0.85meter' L='0.7meter' W='0.8meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.75meter' W='0.8meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.8meter' W='0.8meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.85meter' W='0.8meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.9meter' W='0.8meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.7meter' W='0.85meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.75meter' W='0.85meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.8meter' W='0.85meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.85meter' W='0.85meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.9meter' W='0.85meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.7meter' W='0.9meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.75meter' W='0.9meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.8meter' W='0.9meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.85meter' W='0.9meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.9meter' W='0.9meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.7meter' W='0.95meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.75meter' W='0.95meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.8meter' W='0.95meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.85meter' W='0.95meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.9meter' W='0.95meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.7meter' W='1meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.75meter' W='1meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.8meter' W='1meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.85meter' W='1meter'","dB(S(1,1)) [] - Height='0.85meter' L='0.9meter' W='1meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.7meter' W='0.8meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.75meter' W='0.8meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.8meter' W='0.8meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.85meter' W='0.8meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.9meter' W='0.8meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.7meter' W='0.85meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.75meter' W='0.85meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.8meter' W='0.85meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.85meter' W='0.85meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.9meter' W='0.85meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.7meter' W='0.9meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.75meter' W='0.9meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.8meter' W='0.9meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.85meter' W='0.9meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.9meter' W='0.9meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.7meter' W='0.95meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.75meter' W='0.95meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.8meter' W='0.95meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.85meter' W='0.95meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.9meter' W='0.95meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.7meter' W='1meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.75meter' W='1meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.8meter' W='1meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.85meter' W='1meter'","dB(S(1,1)) [] - Height='0.95meter' L='0.9meter' W='1meter'"
40,-0.22091921552395,-0.244311016313344,-0.295277226858846,-0.459986569652022,-0.612263175491801,-0.192975753895091,-0.249867233200773,-0.376001750146847,-0.398907972916286,-0.542875523714044,-0.207116386506167,-0.245425899759003,-0.32495849734348,-0.45263961516344,-0.567021830491364,-0.233301805855919,-0.285734038251006,-0.397873591921196,-0.479852090085364,-0.605561239115961,-0.217740030738854,-0.256116879197202,-0.329924230008915,-0.437112936004637,-0.66585702866775,-0.274023285987068,-0.278144782673255,-0.427148642012092,-0.461741088485759,-0.622074308658672,-0.266016408381032,-0.359525091281116,-0.403526400521723,-0.505805831092706,-0.719776280808839,-0.251603589473484,-0.349539548146898,-0.452896275315301,-0.56485732059137,-0.643595483724875,-0.274362270992676,-0.302861599282534,-0.377227891536639,-0.547157595539924,-0.665485185267067,-0.300633950065835,-0.356517279551925,-0.495958410230036,-0.5082821183802,-0.78171494435808
41,-0.252639993851122,-0.279684344856306,-0.338446168135154,-0.533058232000247,-0.713291822652842,-0.218632212938646,-0.284554119008631,-0.432786599314023,-0.460231832593964,-0.629489817822308,-0.234961263805757,-0.280023031472142,-0.372271525324232,-0.521463014685361,-0.656804747586974,-0.265539915979583,-0.325687525010738,-0.456748177408971,-0.553960029624635,-0.700432979376763,-0.248184464936847,-0.291047573714564,-0.375561246288911,-0.501278753187857,-0.768648670640412,-0.313420152394197,-0.318889377353838,-0.492847358795472,-0.533797208751385,-0.723354129000527,-0.303490612241858,-0.41380804910342,-0.464028651229362,-0.585739404212548,-0.83827590607931,-0.286325254537328,-0.399262257745816,-0.521303123128938,-0.65307753558896,-0.746353014844249,-0.311291510047009,-0.345713052811529,-0.432013066627281,-0.630276850525936,-0.770234321135618,-0.342036245435696,-0.406575994129624,-0.572342082549469,-0.58499329076562,-0.906446437448713
42,-0.28903623988607,-0.32037408966574,-0.388302548377971,-0.618311987369648,-0.831876340686216,-0.247878003263518,-0.324408577582328,-0.498535002792715,-0.531905305931305,-0.730561291429431,-0.266368837172816,-0.319722928058543,-0.426992456144087,-0.601452147038734,-0.762020264289853,-0.302405529993545,-0.371410584232651,-0.524631785774087,-0.64060018670807,-0.810892691471923,-0.28216303114555,-0.331001331345006,-0.428150214179763,-0.575568994725867,-0.888126747368242,-0.35864131012654,-0.365858493331013,-0.569128077291176,-0.61767226904439,-0.842423134609185,-0.346476395182232,-0.475877153970028,-0.533948508423859,-0.679554032298158,-0.977632531511556,-0.3259765120022,-0.456683586457376,-0.600180223245422,-0.755853202009472,-0.866790596722577,-0.353469541329835,-0.394592389655701,-0.495141082073221,-0.726874292846883,-0.892759132538912,-0.389190327002034,-0.464014318290613,-0.659165991575827,-0.674352116662305,-1.05254420921689
43,-0.330805936001075,-0.367211248708576,-0.44602726855617,-0.717902424682229,-0.97118630097998,-0.281262659073738,-0.370282703120485,-0.57473697484786,-0.615860074354397,-0.848607539016872,-0.301921374392136,-0.365319511427435,-0.490358002451587,-0.69453292240103,-0.885560796909708,-0.3445698723539,-0.423780454396603,-0.602947665823431,-0.742138461382099,-0.939600478325929,-0.320305656365736,-0.376747898598584,-0.4888522537215,-0.661696843501117,-1.02715792545984,-0.410573676283909,-0.419991195365122,-0.657771742464748,-0.715386074574565,-0.982612234806256,-0.39582273180992,-0.546922307453792,-0.614798301037014,-0.789875522794767,-1.14169840248933,-0.371344876621411,-0.523075435407846,-0.69136600160844,-0.875712285124858,-1.00816487236536,-0.401780966840174,-0.450541113926138,-0.568160319234614,-0.83924669551335,-1.03626231314397,-0.443006344383164,-0.530047394524438,-0.758174769609451,-0.778648563041942,-1.22388199062731
44,-0.378747084148736,-0.421152392032514,-0.513011532794579,-0.83437074166328,-1.13494279584348,-0.319414509562081,-0.423169549940966,-0.663132047908426,-0.714415061347848,-0.986576221086492,-0.342281963097799,-0.417736679597456,-0.563818676684412,-0.802958126846612,-1.03088731247493,-0.392810854626272,-0.483808904127545,-0.693338615667751,-0.861415164762354,-1.089655743494,-0.363333579898088,-0.429178092999775,-0.55901178903015,-0.761672926247632,-1.1890908705134,-0.470236472789245,-0.482367407591152,-0.76085352212078,-0.829295839175272,-1.14787395919784,-0.45250548153166,-0.628346445938123,-0.708324664528756,-0.919855381439387,-1.33501631999347,-0.423329697098687,-0.599901874186337,-0.79699184115917,-1.01561268736952,-1.17433543277411,-0.457234824239935,-0.514754124556313,-0.652884547846553,-0.970057599521745,-1.20450916580535,-0.504516648303962,-0.60606959011279,-0.87141168462095,-0.900599447120648,-1.42502289550867
45,-0.433769998250801,-0.483296547692413,-0.590894370141692,-0.970707149993687,-1.32749402239615,-0.363051400156358,-0.484226155561895,-0.765746998052657,-0.830352521242788,-1.14790693700725,-0.388204050874205,-0.47804836338159,-0.649075695037281,-0.929358834063903,-1.20213373064507,-0.448027606473887,-0.552660223465279,-0.797695424564284,-1.00183638315982,-1.26465533707803,-0.41207073355015,-0.489321697211298,-0.640184662739672,-0.877853487251771,-1.37782127327433,-0.538797386541181,-0.554226861626049,-0.880783338348703,-0.962142585516924,-1.34288266502171,-0.517643853322013,-0.721791681805594,-0.816537628704391,-1.07326618191113,-1.56291997127111,-0.482955109077473,-0.688843543391414,-0.919518771495754,-1.17900222753761,-1.36985987119234,-0.520977927015788,-0.588597345021487,-0.751432785795763,-1.12238695086762,-1.40191301798445,-0.574887473742052,-0.693675328324985,-1.00124606435153,-1.04341797198405,-1.66131960407612
46,-0.496910281765076,-0.554903427562696,-0.681605880202908,-1.13041933742277,-1.55389229172696,-0.412992548364818,-0.554799676680944,-0.884937012635251,-0.967006582387273,-1.3365966062825,-0.440541633071825,-0.547500887694709,-0.748122877592984,-1.076801395849,-1.40422544460316,-0.511256252283219,-0.631670547310785,-0.918186566393374,-1.16747933006947,-1.46875334567333,-0.467456018379832,-0.558367203985939,-0.734169129637036,-1.01299363036623,-1.59785992123158,-0.617589168998876,-0.636989168543787,-1.02034789867302,-1.1170989906794,-1.57314222762034,-0.592517701990335,-0.829165073055989,-0.941739933569003,-1.25460711508792,-1.83163900793683,-0.551383332893538,-0.791823076675755,-1.06177445171468,-1.36988048301346,-1.6000946133651,-0.594308041354422,-0.673625416848679,-0.866271467341463,-1.2997836271662,-1.63362607153419,-0.655430077138168,-0.794679894612905,-1.15039828860933,-1.21088737549005,-1.93901934578114
47,-0.569342194589366,-0.637412696417672,-0.787416426310712,-1.31760594784451,-1.81996969716748,-0.47017146634786,-0.636456630899624,-1.02342962834145,-1.12836471376515,-1.55726675924105,-0.500259897748056,-0.627537502364884,-0.863293362957868,-1.24884946655241,-1.64301194563591,-0.583686726348051,-0.722368141434238,-1.05728821762445,-1.36321172526725,-1.70672079803133,-0.530556251402913,-0.637683186509109,-0.843039286958032,-1.17030481349006,-1.85440274856321,-0.708125999573986,-0.732274359848348,-1.18275241758931,-1.29781653717381,-1.84509863832765,-0.678585049666614,-0.95266255753136,-1.08655500283247,-1.46921673631447,-2.14840739501127,-0.629927754499574,-0.911030560323042,-1.22698839661393,-1.59285989006548,-1.87129801692875,-0.678686066845568,-0.771598441098587,-1.00025676889008,-1.50631931317429,-1.90563285748124,-0.747610526760812,-0.911138951049912,-1.32196002372016,-1.40743436678474,-2.26537179184355
48,-0.652391968933495,-0.732463794031731,-0.910991613932104,-1.53703354662952,-2.13241025317752,-0.535649773685299,-0.731014967490581,-1.18437033203104,-1.31918172445878,-1.8152310734021,-0.568446017838871,-0.71982470629701,-0.997310442923904,-1.44963003586274,-1.92541340718655,-0.666680245168993,-0.826494040947513,-1.21781333191058,-1.59482418278997,-1.98400385775957,-0.602579398872915,-0.72884081339778,-0.969180041461338,-1.3535150905749,-2.15340258559789,-0.812118635192632,-0.841922865869933,-1.37165950555543,-1.50846911301687,-2.16625482066567,-0.777498891025587,-1.09478905996989,-1.25395143057985,-1.72338746966981,-2.52157603642213,-0.720064958416222,-1.04894754702771,-1.41882265693325,-1.8532229202183,-2.19073130717603,-0.775746030480017,-0.884496304239169,-1.15667348886609,-1.74664131886817,-2.22484270004077,-0.853057067459035,-1.045364941753,-1.51940686358852,-1.63819501468734,-2.64873964437077
49,-0.747550460205515,-0.841915577805441,-1.05545227245805,-1.79421534109139,-2.49881876106068,-0.610631564888087,-0.840578267257132,-1.37136824634888,-1.54510467292996,-2.11656222857381,-0.646319622195361,-0.826279636208863,-1.15334107977909,-1.68390197304016,-2.25958198638235,-0.761786817514439,-0.946022119699061,-1.40293818910847,-1.86917331203514,-2.30678043013522,-0.684887500360576,-0.833636658695574,-1.11532206306365,-1.56692976687027,-2.50164451384652,-0.931487002814104,-0.968013418894423,-1.59122201947963,-1.75378965647101,-2.54528653974841,-0.89112190665499,-1.25837221992986,-1.44726124795235,-2.02447333664422,-2.96073688568158,-0.823444538435818,-1.2083675039702,-1.641394428326,-2.15697212452301,-2.5667529132808,-0.88730125400635,-1.01452857441989,-1.33926485494663,-2.02602079002852,-2.59917757020625,-0.973563660127433,-1.19993789999242,-1.74660023092993,-1.90906153250048,-3.09871617105955
50,-0.856484322334662,-0.967864767947394,-1.22443773076737,-2.09549050519127,-2.92779229035046,-0.696477770820519,-0.96757073744952,-1.58853991871329,-1.81280553578123,-2.46815941063804,-0.735242272307818,-0.949097296048517,-1.33504965673676,-1.95712531828276,-2.65508185940542,-0.870761859700161,-1.08317728313799,-1.6162246432378,-2.19433206743116,-2.68201828211136,-0.779008408776039,-0.954114442136515,-1.28457428363041,-1.81548925540311,-2.906831269834,-1.06836847298322,-1.1128767858481,-1.84610620938673,-2.03909636312107,-2.99216306216004,-1.02153716972872,-1.44656667708421,-1.67018873526997,-2.38097886777563,-3.4768781606645,-0.941895090618461,-1.39240979427081,-1.89928647154505,-2.51087091829889,-3.00890356987291,-1.01534450536356,-1.16413730928738,-1.55224491596144,-2.35039132243012,-3.03765315282532,-1.11108794527074,-1.37770738557372,-2.00777547110721,-2.22669263726497,-3.62626274242129
51,-0.981044691352348,-1.11266186618087,-1.42216936620295,-2.4481050991857,-3.42901067488882,-0.794719642244311,-1.1147707541831,-1.84054907879839,-2.13011695496646,-2.87782260086942,-0.836725014284517,-1.09077573429338,-1.54664821618012,-2.27552984686322,-3.12309983895378,-0.995580586180565,-1.24045002232838,-1.86163636600702,-2.57974349330888,-3.11754377863095,-0.886645116025226,-1.09258363896788,-1.48045031844472,-2.1048201779164,-3.37769334930938,-1.22511960606487,-1.27910257523362,-2.14150154773117,-2.37030578687162,-3.51828626532988,-1.17105229295393,-1.6628455114564,-1.92680627950255,-2.80261351873815,-4.08261229992212,-1.07742429734231,-1.60452336061215,-2.19754095845622,-2.92247586882489,-3.52798394696528,-1.1620392870729,-1.33598940316505,-1.80028165122449,-2.72637132671274,-3.55045454128774,-1.26774152255949,-1.58178141799928,-2.30751375137883,-2.59846228246563,-4.24389405198605
52,-1.12327217149282,-1.27892291768902,-1.65350965045112,-2.86030044781045,-4.01337982037064,-0.907070065843894,-1.28533943407284,-2.13264061122082,-2.50616545806326,-3.35434852257633,-0.952432762345111,-1.25413640662827,-1.79293788993933,-2.6461828435873,-3.67671423022714,-1.13844836113033,-1.42060506146276,-2.14354791447604,-3.03637542986443,-3.62214046305374,-1.00968099636448,-1.25163198826988,-1.7068836663035,-2.44127541502472,-3.92415213927573,-1.40430873262246,-1.46953567842892,-2.48311454539929,-2.7539323596528,-4.13667940193754,-1.34219375065431,-1.91097542891089,-2.22153392443068,-3.30029195822755,-4.79255469496897,-1.23221045610477,-1.84847518949721,-2.54163257387281,-3.40016663840201,-4.13613330146931,-1.32969862538426,-1.53295436604828,-2.08843447124151,-3.16126180984443,-4.14901357895298,-1.44577010829486,-1.8154973695348,-2.65069682201189,-3.03231031919755,-4.9659595526868
53,-1.28539678280466,-1.46953525244486,-1.92400967272795,-3.34142405574115,-4.69328837874248,-1.03543087630105,-1.48283900558209,-2.47066829742388,-2.95149715635727,-3.90767758279409,-1.0841839013525,-1.44233587423686,-2.07933450127773,-3.07705935674604,-4.33127825152024,-1.30180463202059,-1.62668130883383,-2.4667466711007,-3.5768779927901,-4.20571262963898,-1.15017878078619,-1.4341277765472,-1.96822461786674,-2.83195917844006,-4.55758616960461,-1.60869637750766,-1.68725828408646,-2.8771459677991,-3.19707783122132,-4.86228324741175,-1.53768737362833,-2.19497276767884,-2.55909997099916,-3.88605399110548,-5.62398974465906,-1.40858222258395,-2.1283173391615,-2.93741739406036,-3.95318796791228,-4.84692306353965,-1.52074672119394,-1.7580627313677,-2.4220241780652,-3.66300979905438,-4.8460996890739,-1.64752087119444,-2.08236887929963,-3.04244589151589,-3.5364410146261,-5.80909383264936
54,-1.46983149997145,-1.68765525782148,-2.23993534863433,-3.90209383259797,-5.48307829494052,-1.18189363197178,-1.71123351185143,-2.86111857496357,-3.47819394396234,-4.54914389076977,-1.23394307826188,-1.65886368086321,-2.41186951964926,-3.57712442956284,-5.10502266995347,-1.48831744047219,-1.86197982605326,-2.83642983115902,-4.21575233301091,-4.87957329518742,-1.31037048695245,-1.64320636187278,-2.26920935156855,-3.2847343659917,-5.29128491173241,-1.84120033489451,-1.93555296248602,-3.33025426479717,-3.70741993758951,-5.71245206749583,-1.76042032378694,-2.51903847280536,-2.94448126991458,-4.57286005836368,-6.59805679347484,-1.60898276917709,-2.44832467453106,-3.39105478419153,-4.5917285796455,-5.6754709854389,-1.7376573293911,-2.01443969246417,-2.80640620879592,-4.24012617343979,-5.65593031402481,-1.87539409163772,-2.38600193050471,-3.48804845916136,-4.11878443832881,-6.79292376750573
55,-1.67915815000674,-1.93669639824705,-2.6082590678777,-4.55447153896605,-6.39989079822075,-1.34873046129328,-1.97486151028456,-3.31113708299101,-4.09998313057196,-5.29191582183385,-1.40380469906399,-1.9075197331388,-2.79715566157224,-4.15644689960319,-6.02005984309135,-1.70086484971304,-2.13003610104204,-3.25820178679762,-4.96954261728761,-5.65695344820385,-1.49263489307167,-1.88223372405467,-2.61488844589715,-3.80821089502323,-6.14123056643188,-2.10484220655356,-2.21784217208039,-3.84951226701004,-4.29321652444497,-6.70777700952104,-2.01337929319364,-2.88747175393389,-3.38282340313258,-5.37416519190339,-7.74185692466192,-1.83591406162643,-2.812893130697,-3.90889898234133,-5.32707217043591,-6.63852489484055,-1.98285986435797,-2.30520808536169,-3.24660798597803,-4.90154270816625,-6.59426351025617,-2.13177625696668,-2.72997215355593,-3.9928790257256,-4.78607729960754,-7.94108360574476
56,-1.91610480242752,-2.22030620576821,-3.03659880439093,-5.31274081727118,-7.46515011640377,-1.53837055574029,-2.2783667867506,-3.82857136799583,-4.83234472658437,-6.15177177657151,-1.5959641775883,-2.19236277239513,-3.24230398229422,-4.82637885715847,-7.10409134324209,-1.94249897531711,-2.43457254246403,-3.73808144988388,-5.85704184755125,-6.55389107785172,-1.6994584935744,-2.15473786322383,-3.01049734354743,-4.41171311022452,-7.12744656507039,-2.40267243173509,-2.53759975314284,-4.44236780372461,-4.96334732090498,-7.87336955351965,-2.29955929765968,-3.30456379121941,-3.87934190896357,-6.30302619311105,-9.09220420193519,-2.0918565749586,-3.22638462563551,-4.4973522649531,-6.17185947619914,-7.75426609849604,-2.25859719104947,-2.63335438078295,-3.74677631473008,-5.65637820042493,-7.67828026517744,-2.41895176543631,-3.11765379294159,-4.56231948659561,-5.542308931655,-9.28235074469202
57,-2.18351442137866,-2.54233187273584,-3.53307891798343,-6.19394875722695,-8.70713038337857,-1.75335668777087,-2.62656836691645,-4.42205167290608,-5.69259863115284,-7.148456163909,-1.81267351476939,-2.51761948782187,-3.75477465179862,-5.59985306670056,-8.3932943526366,-2.21638766991767,-2.77942669072657,-4.282533980987,-6.89938958835417,-7.59077032556568,-1.93337524458377,-2.46429656429394,-3.46124378513272,-5.10521569739778,-8.27634110923923,-2.73767115465462,-2.89823044891334,-5.11661868017136,-5.72741623128746,-9.24059447228472,-2.62183723201081,-3.77447368479926,-4.43920432507046,-7.37011371747041,-10.702409192664,-2.37915952279931,-3.6928984072869,-5.16265702691586,-7.14048237164214,-9.04097731616041,-2.56669872551585,-3.00155066219192,-4.30935797319732,-6.51353597550684,-8.92559489328795,-2.73899046018304,-3.55198786734268,-5.20167995947562,-6.38608328110742,-10.8507197303314
58,-2.48430545219852,-2.90677533912552,-4.10607145765821,-7.21948016282705,-10.1654108577258,-1.99627478468298,-3.02424462610872,-5.10114140508098,-6.69985098283811,-8.30805656896574,-2.05617733179443,-2.88754119264126,-4.34213261913145,-6.49186870802856,-9.93703290811296,-2.52572824362284,-3.16844982888815,-4.89854643614548,-8.11953670771157,-8.79500706278954,-2.19687981893814,-2.81436722887776,-3.97197419998873,-5.89920675085364,-9.62487709497101,-3.11262240463776,-3.30291386017741,-5.88040227634326,-6.59592351903192,-10.8484718198132,-2.98280416229811,-4.30108734490832,-5.06738607104632,-8.57907674552559,-12.6548674589108,-2.69989652096782,-4.21593765883291,-5.91056952236543,-8.24955026418397,-10.5119554310296,-2.90816869791305,-3.41192417951041,-4.93390431892848,-7.48092702554077,-10.3503766901853,-3.09360806041437,-4.03517173555396,-5.91610644200694,-7.30617274529091,-12.6793412026904
59,-2.82142610736821,-3.31774015967852,-4.76374344426748,-8.41764461314837,-11.898744694582,-2.26964811512089,-3.47579676733839,-5.87659767547984,-7.87433080859694,-9.66726819704338,-2.32862502442345,-3.30619108034956,-5.01165311451471,-7.52024071686937,-11.8046636209766,-2.87362672275779,-3.60536877674654,-5.59377097899294,-9.5392513682556,-10.2058818091188,-2.49230852728618,-3.20804078990517,-4.54665784212517,-6.80435199121311,-11.2283405587339,-3.52995848004362,-3.75440872963797,-6.74216790757021,-7.58046978440953,-12.7405440637542,-3.38454979672684,-4.88785398062109,-5.76847606918277,-9.91569869107009,-15.0845478684125,-3.05568144090751,-4.79792192878242,-6.74578490248126,-9.51810602426036,-12.1591158071438,-3.28230528543972,-3.86576337570123,-5.61535722193174,-8.56380666194272,-11.9507846449686,-3.48399594291322,-4.56824326969904,-6.7104306272587,-8.27439628804984,-14.7683874332287
60,-3.19780521914373,-3.77937347398291,-5.51326323105747,-9.82830176113877,-13.9991378937236,-2.57578607285626,-3.98474213911905,-6.76078557461242,-9.23458260317336,-11.2814334086908,-2.63195419720153,-3.77713857840199,-5.76966291920314,-8.70663693899933,-14.089985982951,-3.26293467909644,-4.09359942593157,-6.37676075858601,-11.1678031826378,-11.8837667915187,-2.82168144911266,-3.64769659878885,-5.18758724613305,-7.83062331885151,-13.1759049447747,-3.99156936922093,-4.254810875644,-7.71052070836828,-8.69382251729321,-14.9382416103298,-3.82839119496467,-5.53758124105726,-6.54637224869036,-11.3240638855568,-18.2142224355761,-3.44743890842405,-5.43946788854315,-7.67083873028781,-10.9664525349036,-13.9062023361402,-3.68507343748552,-4.3631448765111,-6.34168006339908,-9.76104259255682,-13.6726722278666,-3.91061542602792,-5.15051952979064,-7.58885571341635,-9.23585290996763,-16.9589029986625
61,-3.61630334322148,-4.29580624616033,-6.35936813325681,-11.5114752129028,-16.6151361961358,-2.91657592412689,-4.55296496032747,-7.7682752255716,-10.7878560077956,-13.240997134016,-2.96773988436749,-4.3030261446797,-6.62037988677483,-10.0776708180028,-16.8740221365116,-3.69603295864824,-4.63599208131006,-7.25731851437514,-12.9649827777892,-13.9294648766401,-3.18649853307095,-4.13452807891575,-5.89412944097026,-8.98505317252073,-15.6252042212134,-4.49856761455477,-4.80525197997515,-8.79364164763322,-9.94932740568755,-17.3145202821443,-4.31453512474669,-6.25214480299299,-7.40373872453732,-12.6639365583564,-22.263213598124,-3.87512350176223,-6.13832375312708,-8.68394157736686,-12.6099169043172,-15.5050214794054,-4.11356179709171,-4.90246040512611,-7.09086385150726,-11.0568333019972,-15.3236362489435,-4.37294973863784,-5.7788344870256,-8.5542535384183,-10.1007525537942,-18.6168511303504
62,-4.07966792421689,-4.87109228529266,-7.30170333718026,-13.5644494187093,-19.9608406189079,-3.29320438041329,-5.17961984162331,-8.91658073478835,-12.5006427633796,-15.7096332310584,-3.3370031763141,-4.88495554914489,-7.56377487422586,-11.6648086476354,-19.8877294267055,-4.1745468398087,-5.23447319933577,-8.24695635763185,-14.7402081772404,-16.5307916628574,-3.5874813918846,-4.66790033162036,-6.66077748281414,-10.2661330384873,-18.8900506042116,-5.05099148131308,-5.40551551023713,-9.99756555903412,-11.3582130134466,-19.2026284624028,-4.84165983265354,-7.03202570451767,-8.34097228681098,-13.6757999180081,-25.5129294785419,-4.33738176681264,-6.88780902145637,-9.7747564195293,-14.4362374685017,-16.4556667518011,-4.58884622798462,-5.47981912821424,-7.82791376340237,-12.4036130917563,-16.470966090608,-4.86920487094791,-6.44651285412436,-9.60662332502176,-10.7512450639404,-18.7306738751726
63,-4.59049527373433,-5.50913942466814,-8.32985236178818,-16.1584631805676,-23.9250185315352,-3.70579498602262,-5.85955035552021,-10.2267544398277,-14.2213330936368,-19.0307190180425,-3.73997177302461,-5.52161425288134,-8.59157405637015,-13.49802684067,-21.2909209168437,-4.69896944631535,-5.88952246322221,-9.35939770562989,-15.9987726235686,-20.1016810403183,-4.02425146095404,-5.24449469592265,-7.47419240556996,-11.6505540639674,-23.6833159467845,-5.64741863061049,-6.05353031913261,-11.3216436705742,-12.9208574694675,-19.3580617718487,-5.40639952829799,-7.8755220208647,-9.35421319319496,-14.0665097026512,-23.1641052907126,-4.83115344993029,-7.67462633791179,-10.9165975327165,-16.336468297246,-16.3389214777614,-5.10651352418362,-6.0883080785933,-8.50368831765147,-13.6930073941169,-16.6321723301023,-5.39595040987941,-7.14204398261547,-10.7398551537669,-11.0803716541323,-17.4044895039998
64,-5.15119928643276,-6.21361149232148,-9.41444462541547,-19.6202145555735,-25.322103790425,-4.1529485136527,-6.58108878697347,-11.7227275307438,-15.5541436276382,-24.130568784512,-4.17578409464733,-6.20803386247369,-9.68001659279674,-15.5739634597229,-19.5554873729089,-5.26815967111827,-6.59938609352838,-10.6108515101138,-16.1340015382354,-25.8923385877036,-4.49493518868068,-5.8572041226074,-8.30906392602399,-13.0650183419411,-30.4295712375439,-6.28445066826669,-6.74468537545103,-12.7475287062165,-14.6020980328529,-17.8689333572324,-6.00271959988553,-8.77738593453035,-10.4316171945772,-13.7601737537198,-19.5529337548575,-5.35121669635468,-8.47609353489587,-12.0537775122945,-17.9538406534023,-15.3692109575192,-5.63912356327758,-6.71712853508753,-9.05908930246934,-14.7300160306881,-15.8491660036641,-5.94769727367211,-7.84753663013196,-11.9353168407825,-11.0512453025806,-15.657812910712
65,-5.76398150992205,-6.98775198609518,-10.4932958698398,-24.4953027489874,-22.2425705513863,-4.63118027557817,-7.32325205837335,-13.4255391570459,-15.9434424344273,-34.9255508349311,-4.64212919553898,-6.93386784700768,-10.7781017225225,-17.7352205774448,-16.9594304149081,-5.87867015493568,-7.35888047759144,-12.0191898531518,-15.2019182520202,-44.184303548972,-4.99569083759731,-6.49379700969607,-9.12339175844118,-14.3413092007487,-26.7590533767421,-6.95602223220784,-7.47090199543594,-14.215066815811,-16.2717035811812,-15.9737990768753,-6.62119489628717,-9.72652799313665,-11.5468131369956,-12.9785504465238,-16.836263346466,-5.88970311450916,-9.25741577294981,-13.0870219452798,-18.642685868413,-14.0802894460109,-6.17456872687594,-7.35071804157906,-9.43784363019501,-15.2752586003662,-14.6217573427207,-6.5164279423351,-8.53732848899398,-13.1503361734967,-10.7200074797752,-14.0328624063096
