"Theta [deg]","dB(GainTotal) [] - Freq='0.072GHz' Phi='90deg'"
-90,-inf
-89,-2.92609967121176
-88,-2.8898949867838
-87,-2.83034744341441
-86,-2.7485980863248
-85,-2.64615181876751
-84,-2.52479791697016
-83,-2.38652364920119
-82,-2.23342874304179
-81,-2.06764699833331
-80,-1.89127935672455
-79,-1.70634067142783
-78,-1.51472061933788
-77,-1.31815785160395
-76,-1.11822563385562
-75,-0.916326829124753
-74,-0.7136960198052
-73,-0.511406733503771
-72,-0.31038202893589
-71,-0.111407034463333
-70,0.0848576380988643
-69,0.277862387553332
-68,0.467155562998687
-67,0.652371192493511
-66,0.833217696868727
-65,1.00946767791077
-64,1.18094879577619
-63,1.34753570138248
-62,1.50914295926394
-61,1.6657188797428
-60,1.81724017212531
-59,1.96370732985934
-58,2.10514066188019
-57,2.24157689006921
-56,2.37306623970487
-55,2.49966995721745
-54,2.62145819696143
-53,2.73850822578013
-52,2.85090290067761
-51,2.95872938084781
-50,3.06207804061347
-49,3.16104155450995
-48,3.25571412984778
-47,3.34619086564765
-46,3.43256721991761
-45,3.51493856988583
-44,3.5933998520664
-43,3.66804527096704
-42,3.73896806689162
-41,3.80626033468434
-40,3.87001288644322
-39,3.93031515222674
-38,3.98725511361721
-37,4.04091926570967
-36,4.0913926036865
-35,4.13875863063207
-34,4.18309938365361
-33,4.22449547571675
-32,4.26302615088707
-31,4.29876935090275
-30,4.33180179119434
-29,4.36219904462454
-28,4.39003563134709
-27,4.41538511328663
-26,4.43832019182278
-25,4.45891280732723
-24,4.47723423925396
-23,4.49335520552335
-22,4.50734595997329
-21,4.51927638667583
-20,4.52921608993961
-19,4.53723447883666
-18,4.54340084510996
-17,4.54778443333618
-16,4.55045450223825
-15,4.55148037606616
-14,4.55093148499314
-13,4.54887739350963
-12,4.54538781584091
-11,4.54053261746646
-10,4.53438180188331
-9,4.5270054818308
-8,4.518473834284
-7,4.50885703862652
-6,4.49822519753354
-5,4.48664824023159
-4,4.47419580795488
-3,4.46093712158761
-2,4.44694083166872
-1,4.43227485113804
0,4.41700617142009
1,4.40120066267213
2,4.38492285926334
3,4.36823573180027
4,4.35120044726458
5,4.33387611908061
6,4.3163195491751
7,4.29858496432676
8,4.28072374932172
9,4.26278417962779
10,4.24481115647006
11,4.22684594732623
12,4.20892593495853
13,4.19108437815446
14,4.17335018735749
15,4.15574771832918
16,4.1382965868935
17,4.12101150767266
18,4.10390215953314
19,4.08697308022281
20,4.07022359239911
21,4.05364776293067
22,4.03723439700595
23,4.02096706821043
24,4.00482418534814
25,3.98877909639067
26,3.97280022954909
27,3.95685127108787
28,3.9408913791456
29,3.92487543250166
30,3.90875431293853
31,3.89247521960169
32,3.875982013557
33,3.85921559059251
34,3.84211428020859
35,3.82461426868646
36,3.80665004412001
37,3.78815486133386
38,3.76906122468954
39,3.74930138689404
40,3.7288078620645
41,3.70751395146224
42,3.68535428047962
43,3.6622653456363
44,3.63818607050709
45,3.61305836965364
46,3.5868277197552
47,3.55944373722136
48,3.53086076161044
49,3.5010384441626
50,3.46994234067473
51,3.43754450778617
52,3.40382410149981
53,3.36876797642085
54,3.33237128374911
55,3.29463806549764
56,3.25558184172681
57,3.21522618676985
58,3.1736052894826
59,3.13076449147452
60,3.08676079607675
61,3.04166333948514
62,2.99555381410115
63,2.94852683260802
64,2.90069021980291
65,2.85216521770836
66,2.80308658807575
67,2.75360259514905
68,2.70387485057877
69,2.65407800177475
70,2.60439924489029
71,2.55503764417404
72,2.50620324075064
73,2.45811593612945
74,2.41100413901284
75,2.36510316836903
76,2.32065341129308
77,2.2778982408878
78,2.237081707157
79,2.19844602253682
80,2.16222887291158
81,2.12866059439105
82,2.09796126529438
83,2.07033777115059
84,2.04598090750616
85,2.02506259034751
86,2.00773324647324
87,1.99411945576529
88,1.98432191383926
89,1.97841377610746
90,-inf
