"Theta [deg]","dB(GainTotal) [] - Freq='0.088GHz' Phi='90deg'"
-90,-inf
-89,1.11194405991727
-88,1.13261774151739
-87,1.16678139242218
-86,1.21400735878207
-85,1.27371822246611
-84,1.34520622020284
-83,1.42765578932866
-82,1.5201678256785
-81,1.62178428364326
-80,1.73151190750256
-79,1.84834412099483
-78,1.97128037853002
-77,2.09934256001669
-76,2.23158824378479
-75,2.36712090058432
-74,2.50509720805799
-73,2.64473178938677
-72,2.78529973750185
-71,2.92613730591808
-70,3.0666411384665
-69,3.20626638215316
-68,3.3445239879297
-67,3.48097745955979
-66,3.61523926555062
-65,3.7469670863356
-64,3.87586003035445
-63,4.00165491926144
-62,4.12412271441865
-61,4.24306513388884
-60,4.35831149086457
-59,4.46971577026977
-58,4.57715394951971
-57,4.68052156152461
-56,4.77973149241771
-55,4.8747120027004
-54,4.96540495811436
-53,5.05176425523544
-52,5.13375442626092
-51,5.2113494075117
-50,5.28453145662339
-49,5.35329020412124
-48,5.41762182596524
-47,5.47752832463721
-46,5.53301690736763
-45,5.58409945112679
-44,5.63079204500636
-43,5.67311460157434
-42,5.71109052968921
-41,5.74474646209909
-40,5.77411203192906
-39,5.79921969287108
-38,5.82010457853974
-37,5.83680439704456
-36,5.84935935735905
-35,5.8578121245412
-34,5.86220780128315
-33,5.86259393364184
-32,5.85902053913116
-31,5.85154015564105
-30,5.84020790989247
-29,5.82508160434114
-28,5.80622182160762
-27,5.78369204563754
-26,5.757558798884
-25,5.72789179485294
-24,5.69476410536133
-23,5.65825234182524
-22,5.61843684981867
-21,5.57540191602183
-20,5.52923598650639
-19,5.48003189508301
-18,5.42788710015882
-17,5.37290392821817
-16,5.31518982164494
-15,5.25485758814829
-14,5.19202564853381
-13,5.12681827898059
-12,5.05936584334296
-11,4.98980501029908
-10,4.91827894942573
-9,4.84493749950072
-8,4.76993730153889
-7,4.69344188827567
-6,4.61562172105275
-5,4.53665416436671
-4,4.45672338775584
-3,4.37602018427048
-2,4.29474169455184
-1,4.21309102559435
0,4.13127675364837
1,4.04951230149904
2,3.968015181593
3,3.88700609823166
4,3.80670790434967
5,3.72734441127127
6,3.64913905328484
7,3.57231341286135
8,3.49708561679773
9,3.42366861837851
10,3.35226838566643
11,3.28308202106045
12,3.21629584206884
13,3.15208345757881
14,3.09060387749551
15,3.03199969620729
16,2.97639539167209
17,2.9238957818188
18,2.87458467828769
19,2.82852377425231
20,2.78575179821728
21,2.7462839594212
22,2.71011170302998
23,2.67720278500644
24,2.64750166776981
25,2.62093022893072
26,2.5973887669248
27,2.57675727966716
28,2.55889698575128
29,2.54365205248403
30,2.53085149135733
31,2.52031117948127
32,2.51183596502221
33,2.50522181569624
34,2.50025797168396
35,2.49672906772866
36,2.49441719339508
37,2.4931038652309
38,2.49257188962391
39,2.49260710024585
40,2.49299995891062
41,2.49354701328383
42,2.49405220903596
43,2.49432805764771
44,2.49419666410739
45,2.49349062117101
46,2.49205377869706
47,2.48974189785331
48,2.48642320076574
49,2.48197882649497
50,2.47630320414073
51,2.46930435344705
52,2.46090412256553
53,2.45103837168083
54,2.43965711005789
55,2.42672459277116
56,2.41221938195878
57,2.39613437593631
58,2.37847680793162
59,2.35926821458793
60,2.33854437274871
61,2.31635520140856
62,2.29276462411502
63,2.26785038556717
64,2.24170381471159
65,2.21442952532873
66,2.18614504397872
67,2.15698035429385
68,2.1270773460262
69,2.09658915705392
70,2.06567939678828
71,2.0345212401806
72,2.00329638286929
73,1.97219384999086
74,1.94140865384612
75,1.91114029897932
76,1.88159113727794
77,1.85296458037957
78,1.82546318187712
79,1.79928660739481
80,1.77462951636246
81,1.7516793849971
82,1.73061430532098
83,1.71160079969227
84,1.69479169398119
85,1.68032409488739
86,1.6683175177044
87,1.65887220990079
88,1.65206771309996
89,1.64796170140797
90,-inf
