"Theta [deg]","dB(GainTotal) [] - Freq='0.068GHz' Phi='90deg'"
-90,-inf
-89,-2.00034503219942
-88,-1.9769873436567
-87,-1.93841386724942
-86,-1.88514360478186
-85,-1.81787442207929
-84,-1.73745710333811
-83,-1.64486555527078
-82,-1.54116518311425
-81,-1.4274813456987
-80,-1.30496951492988
-79,-1.17478838013281
-78,-1.03807671521228
-77,-0.895934422030628
-76,-0.749407815865152
-75,-0.59947894942047
-74,-0.447058586043173
-73,-0.292982324408996
-72,-0.138009333066858
-71,0.0171768419108199
-70,0.171965894849175
-69,0.325817244895422
-68,0.478255761164902
-67,0.628867034895764
-66,0.777292440854059
-65,0.923224173025375
-64,1.06640039061237
-63,1.20660056977276
-62,1.34364112392396
-61,1.47737132996534
-60,1.60766957841494
-59,1.73443995118674
-58,1.85760912057269
-57,1.97712355607239
-56,2.09294702129058
-55,2.20505834058332
-54,2.31344941398031
-53,2.41812345874802
-52,2.51909345648187
-51,2.61638078559004
-50,2.71001402028386
-49,2.80002787859072
-48,2.88646230336333
-47,2.96936166171047
-46,3.04877404967501
-45,3.12475069030816
-44,3.19734541451829
-43,3.26661421520081
-42,3.33261486617972
-41,3.39540659841438
-40,3.45504982675071
-39,3.51160592123044
-38,3.56513701762248
-37,3.61570586241404
-36,3.66337568800264
-35,3.70821011427191
-34,3.75027307311893
-33,3.78962875283678
-32,3.82634155954793
-31,3.8604760931369
-30,3.89209713535
-29,3.92126964791983
-28,3.94805877873587
-27,3.97252987422464
-26,3.99474849622573
-25,4.01478044175665
-24,4.03269176415311
-23,4.04854879415344
-22,4.06241815956931
-21,4.07436680225204
-20,4.08446199112531
-19,4.09277133011452
-18,4.0993627598606
-17,4.10430455216447
-16,4.10766529616888
-15,4.10951387534796
-14,4.10991943444419
-13,4.10895133556771
-12,4.10667910275596
-11,4.10317235438348
-10,4.09850072291332
-9,4.09273376159356
-8,4.08594083782556
-7,4.07819101306515
-6,4.06955290926403
-5,4.06009456201534
-4,4.04988326073505
-3,4.03898537638729
-2,4.02746617744598
-1,4.01538963497577
0,4.00281821790861
1,3.98981267978685
2,3.97643183843585
3,3.96273235021503
4,3.94876848067265
5,3.93459187359266
6,3.92025132056713
7,3.90579253335144
8,3.89125792135802
9,3.87668637671425
10,3.86211306934776
11,3.84756925456627
12,3.83308209556685
13,3.81867450324012
14,3.80436499552876
15,3.79016757845765
16,3.77609165077625
17,3.7621419339464
18,3.74831842897333
19,3.7346164013193
20,3.72102639486359
21,3.70753427558454
22,3.69412130534583
23,3.68076424587658
24,3.66743549274916
25,3.65410323888576
26,3.64073166687159
27,3.62728116912243
28,3.61370859475337
29,3.59996752182524
30,3.58600855351049
31,3.57177963661979
32,3.55722640086723
33,3.5422925172232
34,3.52692007370946
35,3.51104996702708
36,3.49462230847206
37,3.47757684268091
38,3.45985337785466
39,3.44139222622983
40,3.42213465369144
41,3.402023337553
42,3.38100283165164
43,3.35902003801977
44,3.33602468448964
45,3.31196980765671
46,3.28681224066707
47,3.26051310529349
48,3.23303830772019
49,3.20435903735825
50,3.1744522678575
51,3.14330125925757
52,3.11089605992611
53,3.07723400655803
54,3.04232022005184
55,3.00616809453206
56,2.96879977614798
57,2.93024662754623
58,2.89054967309032
59,2.84976001898735
60,2.80793924149085
61,2.76515973529195
62,2.72150501310986
63,2.6770699463749
64,2.6319609357991
65,2.58629599959793
66,2.54020476621745
67,2.4938283577021
68,2.44731914938619
69,2.40084039149355
70,2.35456567857682
71,2.30867825361628
72,2.26337013512053
73,2.21884105781145
74,2.17529722049931
75,2.13294983860016
76,2.09201350341748
77,2.05270435575874
78,2.01523808758216
79,1.97982779200495
80,1.94668168892163
81,1.91600076038593
82,1.8879763364552
83,1.8627876779974
84,1.84059960761613
85,1.82156024297378
86,1.80579888804386
87,1.79342413694321
88,1.78452224182907
89,1.77915579089761
90,-inf
