"Theta [deg]","dB(GainTotal) [] - Freq='0.066GHz' Phi='90deg'"
-90,-inf
-89,-1.86764500966846
-88,-1.8478553116595
-87,-1.81513580892819
-86,-1.76987191296962
-85,-1.71258474303037
-84,-1.64391422307096
-83,-1.56459936280504
-82,-1.47545691327499
-81,-1.37735956387406
-80,-1.27121472853962
-79,-1.15794478144885
-78,-1.03846937846977
-77,-0.913690269378898
-76,-0.784478791162472
-75,-0.651666050594237
-74,-0.516035662976271
-73,-0.37831881506556
-72,-0.239191360582433
-71,-0.0992726301746016
-70,0.0408743631097092
-69,0.180741624326831
-68,0.319874055514614
-67,0.457866750063631
-66,0.594361902408597
-65,0.729045496467953
-64,0.861643902633237
-63,0.991920483299032
-62,1.11967228135781
-61,1.24472684476828
-60,1.36693922297865
-59,1.48618915723464
-58,1.60237847614657
-57,1.71542869984232
-56,1.82527885012904
-55,1.93188345990986
-54,2.03521077228752
-53,2.13524111802789
-52,2.23196545909789
-51,2.32538408562678
-50,2.41550545370374
-49,2.5023451517868
-48,2.58592498405995
-47,2.66627215975977
-46,2.74341857824396
-45,2.81740020034966
-44,2.88825649736041
-43,2.9560299696463
-42,3.02076572774902
-41,3.08251112934378
-40,3.14131546611965
-39,3.19722969517666
-38,3.2503062100428
-37,3.30059864686933
-36,3.34816172176966
-35,3.39305109563121
-34,3.43532326305181
-33,3.47503546233917
-32,3.51224560376411
-31,3.54701221348216
-30,3.57939439073494
-29,3.60945177611656
-28,3.63724452884448
-27,3.66283331111026
-26,3.68627927770757
-25,3.70764406924375
-24,3.72698980734033
-23,3.74437909031823
-22,3.75987498794791
-21,3.77354103392458
-20,3.78544121480507
-19,3.79563995421908
-18,3.80420209124287
-17,3.81119285190114
-16,3.81667781284283
-15,3.82072285632132
-14,3.82339411569882
-13,3.82475791079073
-12,3.82488067246882
-11,3.82382885605264
-10,3.82166884313762
-9,3.81846683163623
-8,3.81428871394458
-7,3.8091999432916
-6,3.80326538848105
-5,3.79654917739576
-4,3.78911452979998
-3,3.78102358014532
-2,3.77233719125889
-1,3.76311475996557
0,3.75341401586688
1,3.74329081466593
2,3.73279892758547
3,3.72198982857394
4,3.71091248112696
5,3.69961312666735
6,3.68813507652131
7,3.67651850959953
8,3.66480027793688
9,3.65301372226055
10,3.64118849974324
11,3.62935042605288
12,3.61752133373481
13,3.60571894885474
14,3.59395678769461
15,3.58224407512879
16,3.57058568611853
17,3.55898211155199
18,3.54742944942886
19,3.53591942214728
20,3.52443942040262
21,3.51297257395574
22,3.50149784927998
23,3.48999017385577
24,3.47842058665337
25,3.46675641413443
26,3.45496147091391
27,3.44299628405964
28,3.43081833987044
29,3.41838235186558
30,3.40564054864148
31,3.39254298020392
32,3.37903784136655
33,3.3650718108165
34,3.35059040448399
35,3.33553834191121
36,3.31985992439368
37,3.30349942376014
38,3.28640148076063
39,3.26851151214199
40,3.24977612560036
41,3.23014354190628
42,3.20956402359415
43,3.18799030968871
44,3.16537805600134
45,3.14168628056217
46,3.11687781375534
47,3.09091975268784
48,3.06378391924157
49,3.03544732112789
50,3.00589261507857
51,2.97510857105997
52,2.94309053608486
53,2.90984089581196
54,2.87536953166382
55,2.83969427065562
56,2.8028413245085
57,2.76484571392181
58,2.72575167310138
59,2.68561302879098
60,2.64449354714217
61,2.60246724079742
62,2.55961862757425
63,2.51604293115069
64,2.4718462132008
65,2.42714542555593
66,2.38206837022612
67,2.33675355456761
68,2.29134992859635
69,2.24601649150059
70,2.20092175487854
71,2.15624305120164
72,2.11216567755806
73,2.06888186693185
74,2.02658958217184
75,1.98549113142438
76,1.94579160813764
77,1.90769716373932
78,1.87141312664386
79,1.83714198720464
80,1.80508127437983
81,1.77542135596564
82,1.74834319996087
83,1.72401613962669
84,1.70259568875176
85,1.68422145619536
86,1.66901520967658
87,1.65707913778988
88,1.64849435621492
89,1.64331969928758
90,-inf
