"Theta [deg]","dB(GainTotal) [] - Freq='0.064GHz' Phi='90deg'"
-90,-inf
-89,-1.8227067733639
-88,-1.80377936278965
-87,-1.772478935748
-86,-1.72916475639328
-85,-1.67432316192427
-84,-1.60855228366924
-83,-1.5325441631438
-82,-1.44706531260445
-81,-1.35293675740788
-80,-1.25101450155083
-79,-1.14217120070293
-78,-1.02727963519918
-77,-0.907198374059618
-76,-0.782759830946267
-75,-0.65476074864726
-74,-0.523955018296498
-73,-0.391048645492587
-72,-0.256696615846857
-71,-0.121501382576052
-70,0.0139873074894518
-69,0.14927152199075
-68,0.283903435055336
-67,0.417483023761397
-66,0.54965535744981
-65,0.680107636151165
-64,0.808566104124748
-63,0.934792937214758
-62,1.05858317896108
-61,1.17976178029218
-60,1.29818078104141
-59,1.41371665816461
-58,1.52626785501516
-57,1.63575249794028
-56,1.74210630040018
-55,1.84528065040587
-54,1.94524087399411
-53,2.04196466542477
-52,2.13544067355786
-51,2.2256672332488
-50,2.31265123043162
-49,2.39640708971436
-48,2.47695587369007
-47,2.55432448369277
-46,2.62854495234399
-45,2.69965381889666
-44,2.76769157905899
-43,2.83270220164815
-42,2.89473270506598
-41,2.95383278719768
-40,3.01005450290212
-39,3.06345198378625
-38,3.11408119543524
-37,3.1619997277052
-36,3.20726661407746
-35,3.24994217642575
-34,3.29008789186264
-33,3.32776627861212
-32,3.36304079810509
-31,3.39597577071602
-30,3.42663630275685
-29,3.45508822251931
-28,3.48139802331465
-27,3.50563281160075
-26,3.52786025841523
-25,3.54814855245152
-24,3.56656635322418
-23,3.58318274287464
-22,3.59806717526881
-21,3.61128942113704
-20,3.62291950810618
-19,3.63302765457459
-18,3.64168419648547
-17,3.64895950616329
-16,3.65492390249324
-15,3.65964755184607
-14,3.6632003592799
-13,3.66565184968866
-12,3.66707103871229
-11,3.66752629337759
-10,3.6670851825994
-9,3.66581431783931
-8,3.66377918439178
-7,3.66104396394342
-6,3.6576713492292
-5,3.65372235178607
-4,3.64925610397806
-3,3.64432965663386
-2,3.6389977737958
-1,3.63331272622359
0,3.62732408542523
1,3.62107852009669
2,3.61461959693901
3,3.60798758788306
4,3.60121928578599
5,3.59434783066775
6,3.58740254852873
7,3.58040880473113
8,3.57338787383594
9,3.56635682766578
10,3.55932844321313
11,3.55231113183567
12,3.54530889097892
13,3.53832127944506
14,3.53134341699008
15,3.52436600878414
16,3.5173753950175
17,3.51035362568217
18,3.50327856031246
19,3.49612399223172
20,3.48885979663242
21,3.48145210161627
22,3.47386348114537
23,3.46605316870643
24,3.45797729037069
25,3.44958911584435
26,3.44083932604831
27,3.43167629574154
28,3.42204638970965
29,3.41189427107633
30,3.40116322035914
31,3.38979546397893
32,3.37773251104161
33,3.36491549733755
34,3.35128553564431
35,3.33678407156824
36,3.32135324431531
37,3.30493625193776
38,3.28747772075544
39,3.26892407879556
40,3.24922393322745
41,3.22832845188529
42,3.20619174906772
43,3.18277127587429
44,3.1580282153805
45,3.13192788296126
46,3.10444013204217
47,3.07553976548432
48,3.04520695268665
49,3.01342765231363
50,2.9801940403216
51,2.94550494265673
52,2.90936627162701
53,2.87179146450329
54,2.83280192237546
55,2.79242744667448
56,2.75070667006542
57,2.70768747761976
58,2.66342741328718
59,2.61799406571157
60,2.57146542638131
61,2.52393021198405
62,2.47548814166918
63,2.42625015873719
64,2.37633858510838
65,2.32588719582202
66,2.27504119983821
67,2.2239571126268
68,2.17280250551113
69,2.12175561657757
70,2.07100480826287
71,2.0207478575889
72,1.97119106652827
73,1.92254818224334
74,1.87503912001772
75,1.8288884856377
76,1.78432389878767
77,1.74157412465494
78,1.70086702729382
79,1.6624273652074
80,1.62647445683167
81,1.59321975084332
82,1.5628643430992
83,1.53559648814407
84,1.51158915817393
85,1.49099770570199
86,1.47395768758247
87,1.46058290722304
88,1.45096372860999
89,1.44516571005448
90,-inf
