"Theta [deg]","GainTotal [] - Freq='0.069GHz' Phi='90deg'"
-89,0.00131949590341719
-88,0.00148957978721358
-87,0.00180076827347881
-86,0.00229445639675627
-85,0.00302822105719722
-84,0.00407544689647732
-83,0.00552484723277568
-82,0.0074798816684437
-81,0.0100580724924173
-80,0.0133902225734821
-79,0.0176195380726904
-78,0.0229006599792073
-77,0.0293986091733283
-76,0.0372876504184961
-75,0.0467500813533368
-74,0.0579749531670508
-73,0.0711567301708987
-72,0.0864938959032448
-71,0.104187513710341
-70,0.124439749922564
-69,0.14745236779831
-68,0.173425200347028
-67,0.202554609990313
-66,0.235031942805042
-65,0.271041984851226
-64,0.310761427859366
-63,0.354357351378245
-62,0.401985728402661
-61,0.453789961544198
-60,0.5098994570008
-59,0.570428243935428
-58,0.63547364739018
-57,0.705115023525246
-56,0.779412566753076
-55,0.858406199194364
-54,0.942114553759061
-53,1.03053406298819
-52,1.1236381665096
-51,1.22137665048901
-50,1.3236751327233
-49,1.43043470695816
-48,1.54153175955681
-47,1.65681797075383
-46,1.77612051136602
-45,1.89924244398728
-44,2.02596333537202
-43,2.15604008393918
-42,2.28920796315289
-41,2.42518187802387
-40,2.56365782821327
-39,2.70431456730835
-38,2.84681544388995
-37,2.99081040614622
-36,3.13593814812933
-35,3.28182837242504
-34,3.42810414112338
-33,3.57438428464953
-32,3.72028583632187
-31,3.86542645952134
-30,4.00942683412481
-29,4.15191296939749
-28,4.29251841184873
-27,4.43088631859997
-26,4.56667136953743
-25,4.69954149484646
-24,4.82917939835216
-23,4.95528386131125
-22,5.07757081579025
-21,5.19577418140069
-20,5.30964646381444
-19,5.41895911803273
-18,5.52350268371642
-17,5.62308670390366
-16,5.71753944205972
-15,5.80670741555457
-14,5.89045476629806
-13,5.96866249134853
-12,6.04122755783581
-11,6.10806192750568
-10,6.16909151661678
-9,6.22425511683276
-8,6.27350330218821
-7,6.31679734621375
-6,6.35410817193186
-5,6.38541535573204
-4,6.41070620415454
-3,6.42997492040459
-2,6.44322187503377
-1,6.45045299270372
0,6.45167926433248
1,6.44691639125079
2,6.43618456529905
3,6.41950838610548
4,6.39691691413135
5,6.36844385547683
6,6.33412787193801
7,6.29401300741839
8,6.24814921955523
9,6.19659300334886
10,6.13940809171329
11,6.07666621622752
12,6.00844790998966
13,5.93484333338985
14,5.85595310285079
15,5.77188910216059
16,5.6827752559615
17,5.58874824527361
18,5.4899581456315
19,5.38656896948898
20,5.2787590959934
21,5.16672157301899
22,5.05066427844819
23,4.93080993005352
24,4.80739593590886
25,4.68067407998532
26,4.55091004039611
27,4.41838274057738
28,4.28338353645544
29,4.14621524528921
30,4.00719102432478
31,3.86663310960597
32,3.72487142720448
33,3.58224209073836
34,3.43908580031973
35,3.29574615901183
36,3.15256792349267
37,3.00989520594237
38,2.86806964422937
39,2.72742855730727
40,2.58830310239823
41,2.45101645007464
42,2.31588199280547
43,2.18320160194345
44,2.05326394752638
45,1.9263428946688
46,1.80269598973869
47,1.68256304894545
48,1.56616486139659
49,1.45370201809072
50,1.34535387767447
51,1.24127767907096
52,1.14160781025392
53,1.04645524146661
54,0.955907130043667
55,0.870026602672426
56,0.788852719420714
57,0.712400622167257
58,0.640661868213672
59,0.573604947861651
60,0.511175982641834
61,0.453299598727472
62,0.399879967907308
63,0.350802006383091
64,0.305932719653754
65,0.265122679904899
66,0.228207620689772
67,0.195010132310956
68,0.165341440227612
69,0.139003248048952
70,0.115789626248141
71,0.0954889276486417
72,0.0778857109925237
73,0.0627626544822139
74,0.0499024420680402
75,0.0390896063989763
76,0.0301123137207174
77,0.0227640775447903
78,0.0168453895715947
79,0.0121652580735314
80,0.00854264567577894
81,0.00580780015782963
82,0.00380347348844449
83,0.00238602575597385
84,0.00142641192824088
85,0.000811050443574308
86,0.000442573479234134
87,0.000240459358080632
88,0.000141547942356104
89,0.000100440038791346
