"Theta [deg]","GainTotal [] - Freq='0.071GHz' Phi='90deg'"
-89,0.00139818105875851
-88,0.0015791497502296
-87,0.00190734625058982
-86,0.00242250272462904
-85,0.0031799390810372
-84,0.00425025768025133
-83,0.00571894969585266
-82,0.00768591251152196
-81,0.010264877629452
-80,0.0135827487759832
-79,0.0177788502183864
-78,0.0230040857483099
-77,0.0294200093308096
-76,0.0371978090457115
-75,0.0465172066385736
-74,0.0575652757274726
-73,0.0705351824546004
-72,0.0856248531052549
-71,0.103035573922233
-70,0.122970529007361
-69,0.145633282817412
-68,0.171226214329953
-67,0.199948910484183
-66,0.231996527007614
-65,0.26755812524151
-64,0.306814994098851
-63,0.349938966850832
-62,0.397090743060948
-61,0.448418226682794
-60,0.504054892113742
-59,0.564118190845224
-58,0.628708012253434
-57,0.69790521300072
-56,0.771770230424988
-55,0.850341796128299
-54,0.933635766674629
-53,1.02164408880336
-52,1.1143339167905
-51,1.21164689947721
-50,1.31349865397442
-49,1.41977844209226
-48,1.53034906409623
-47,1.64504698243702
-46,1.76368268563508
-45,1.88604129954065
-44,2.01188344977272
-43,2.14094637532473
-42,2.27294528918662
-41,2.40757497746881
-40,2.54451162403213
-39,2.68341484315172
-38,2.82392989840048
-37,2.96569008186258
-36,3.10831922410924
-35,3.25143430221271
-34,3.39464811055031
-33,3.53757195735492
-32,3.67981834897389
-31,3.82100362365503
-30,3.96075049740581
-29,4.09869048606497
-28,4.23446617014528
-27,4.36773327219024
-26,4.4981625202442
-25,4.62544127545463
-24,4.74927490667786
-23,4.86938790010491
-22,4.98552469721708
-21,5.09745025967404
-20,5.2049503648919
-19,5.30783164095407
-18,5.40592135400159
-17,5.49906696527574
-16,5.58713547846124
-15,5.67001260085183
-14,5.74760174410232
-13,5.81982289193515
-12,5.88661136314744
-11,5.9479164986446
-10,6.00370030105242
-9,6.05393605478353
-8,6.09860695331632
-7,6.1377047589478
-6,6.17122851847036
-5,6.19918335615763
-4,6.22157936318246
-3,6.23843060018366
-2,6.24975422719042
-1,6.25556977254242
0,6.25589854984058
1,6.250763229352
2,6.24018756769275
3,6.22419629703969
4,6.20281517258976
5,6.17607117450648
6,6.14399285817922
7,6.10661084428908
8,6.06395843794141
9,6.01607236401183
10,5.96299360388481
11,5.90476831697073
12,5.84144882880037
13,5.77309466614943
14,5.69977361857482
15,5.62156280498154
16,5.53854972341651
17,5.45083326222621
18,5.3585246510391
19,5.26174833074774
20,5.16064272276882
21,5.05536087933633
22,4.94607099840799
23,4.83295678889776
24,4.71621767433737
25,4.59606882565693
26,4.47274101649026
27,4.34648029718362
28,4.21754748644317
29,4.08621748222738
30,3.95277839601364
31,3.81753051688976
32,3.68078511400292
33,3.54286308771633
34,3.40409348137052
35,3.26481186682994
36,3.12535861804056
37,2.98607708766554
38,2.8473117025479
39,2.70940599432038
40,2.57270058198911
41,2.43753112380228
42,2.3042262562077
43,2.17310553822082
44,2.04447742006798
45,1.91863725551857
46,1.79586537784025
47,1.67642525974925
48,1.56056177801961
49,1.44849960348882
50,1.34044173697706
51,1.23656821105363
52,1.13703497657598
53,1.04197299144959
54,0.951487527085253
55,0.865657705564391
56,0.784536277586675
57,0.708149647917505
58,0.636498151351016
59,0.569556578251634
60,0.507274944646241
61,0.449579497732532
62,0.39637394367534
63,0.347540880808654
64,0.302943417966569
65,0.26242695473881
66,0.225821098075431
67,0.192941687919753
68,0.163592903473626
69,0.137569421314956
70,0.114658596889483
71,0.094642641858021
72,0.0773007713458335
73,0.0624112972421582
74,0.0497536462484362
75,0.0391102842749983
76,0.0302685319307088
77,0.0230222591274913
78,0.0171734501207605
79,0.012533633520582
80,0.00892517483730377
81,0.00618243188047627
82,0.00415277573533589
83,0.00269748203643522
84,0.00169249879935731
85,0.00102909813261481
86,0.000614419724429279
87,0.000371914092265943
88,0.000241693222660308
89,0.000180795456333084
