"Theta [deg]","GainTotal [] - Freq='0.072GHz' Phi='90deg'"
-89,0.00153018982821405
-88,0.00172100940144806
-87,0.00206497041435544
-86,0.00260084337798169
-85,0.00338263721837787
-84,0.00447932852376117
-83,0.00597451118472154
-82,0.00796596495023821
-81,0.0105651413161805
-80,0.0138965651739426
-79,0.0180971507823855
-78,0.0233154308881889
-77,0.0297106982042981
-76,0.0374520589546084
-75,0.0467173987923842
-74,0.0576922620842906
-73,0.070568646304086
-72,0.0855437140829816
-71,0.102818426302455
-70,0.122596100478234
-69,0.145080899564121
-68,0.170476257199105
-67,0.198983246333531
-66,0.230798899106654
-65,0.266114486818056
-64,0.305113769848845
-63,0.347971228453228
-62,0.394850286460232
-61,0.445901541095301
-60,0.501261013339624
-59,0.561048434467884
-58,0.62536558560822
-57,0.694294708306264
-56,0.767897005092977
-55,0.846211249891287
-54,0.929252528682059
-53,1.01701113111764
-52,1.10945161365572
-51,1.20651205422873
-50,1.30810351741633
-49,1.41410974751574
-48,1.52438710478874
-47,1.6387647575055
-46,1.75704513922389
-45,1.87900467707912
-44,2.00439479277317
-43,2.13294317352562
-42,2.26435530557425
-41,2.3983162580059
-40,2.53449269987941
-39,2.67253512890315
-38,2.8120802854846
-37,2.95275372191322
-36,3.09417249289742
-35,3.23594793077148
-34,3.37768846651921
-33,3.51900245641265
-32,3.65950097359325
-31,3.79880052436315
-30,3.9365256503072
-29,4.07231137960585
-28,4.2058054939687
-27,4.33667058143321
-26,4.4645858497254
-25,4.58924867983975
-24,4.71037590481966
-23,4.82770480425635
-22,4.94099381061555
-21,5.05002292899761
-20,5.15459387719396
-19,5.25452995779485
-18,5.34967567852006
-17,5.43989614080093
-16,5.52507621987541
-15,5.60511956223056
-14,5.67994742812624
-13,5.74949740816715
-12,5.81372204348852
-11,5.87258737912564
-10,5.92607147960981
-9,5.97416293483551
-8,6.01685938284919
-7,6.0541660744883
-6,6.08609450281999
-5,6.11266111815643
-4,6.13388614711408
-3,6.1497925317873
-2,6.16040500266122
-1,6.16574929642582
0,6.16585152739499
1,6.16073771879655
2,6.15043349778995
3,6.13496395569412
4,6.11435367257048
5,6.08862690300917
6,6.05780791771266
7,6.02192149326818
8,5.98099354035947
9,5.93505185860466
10,5.88412700424359
11,5.82825325506005
12,5.76746965524529
13,5.70182112142324
14,5.63135958980385
15,5.55614518344621
16,5.47624737793401
17,5.39174614342467
18,5.30273304105444
19,5.20931225208252
20,5.11160151894171
21,5.00973297852532
22,4.9038538695602
23,4.7941270977595
24,4.68073164457239
25,4.56386280769435
26,4.4437322640071
27,4.32056794821393
28,4.1946137430533
29,4.06612897954561
30,3.93538774819571
31,3.80267802438813
32,3.66830061334006
33,3.53256792189942
34,3.39580256619186
35,3.25833582564556
36,3.12050595528599
37,2.9826563694357
38,2.84513371112217
39,2.70828582263992
40,2.57245963387345
41,2.43799898619891
42,2.30524241106215
43,2.17452088367688
44,2.04615557367422
45,1.92045561591788
46,1.79771592600733
47,1.67821508613979
48,1.56221332788858
49,1.44995063897667
50,1.3416450211741
51,1.23749092593238
52,1.13765789321154
53,1.042289417103
54,0.951502059283268
55,0.865384828062365
56,0.783998836864638
57,0.707377251483176
58,0.635525530497471
59,0.568421957980637
60,0.50601846221028
61,0.448241708711405
62,0.3949944507793
63,0.346157115828588
64,0.301589601651661
65,0.26113325308433
66,0.224612986780808
67,0.191839529874579
68,0.162611737292544
69,0.136718952408235
70,0.113943376542552
71,0.0940624144917224
72,0.0768509656980144
73,0.0620836337705407
74,0.0495368306843204
75,0.0389907559950494
76,0.0302312356572578
77,0.0230514093754513
78,0.017253259706073
79,0.0126489802262035
80,0.00906218386923561
81,0.00632895589141222
82,0.00429875878834396
83,0.00283519876086315
84,0.00181666499041594
85,0.00113685400372999
86,0.000705191784873609
87,0.000447166051226331
88,0.000304580288987582
89,0.000235739801849829
