"Theta [deg]","GainTotal [] - Freq='0.073GHz' Phi='90deg'"
-89,0.00171571808270485
-88,0.00191814929659383
-87,0.00228076804220604
-86,0.00284132002929984
-85,0.00365241252103544
-84,0.00478127609168263
-83,0.00630945526848322
-82,0.00833242593624502
-81,0.0109591370910287
-80,0.0143114743389118
-79,0.0185236424602168
-78,0.0237414644087088
-77,0.0301215942956099
-76,0.0378306422228414
-75,0.047044209278214
-74,0.0579458315838475
-73,0.070725832992113
-72,0.0855800868436108
-71,0.102708688131484
-70,0.122314538448618
-69,0.144601847223092
-68,0.169774553968308
-67,0.198034677584618
-66,0.229580600146635
-65,0.264605294091826
-64,0.303294503286071
-63,0.345824890070855
-62,0.392362162078365
-61,0.443059194310536
-60,0.498054163681808
-59,0.557468714878562
-58,0.62140617793674
-57,0.689949859319558
-56,0.763161429420283
-55,0.841079430247232
-54,0.923717927496919
-53,1.01106533121742
-52,1.10308340874762
-51,1.19970651254035
-50,1.30084104380648
-49,1.40636517063766
-48,1.51612881638515
-47,1.62995393061586
-46,1.74763505098565
-45,1.86894015993001
-44,1.99361183526395
-43,2.12136868870857
-42,2.25190708114145
-41,2.38490309812929
-40,2.52001476418131
-39,2.65688446929905
-38,2.7951415769305
-37,2.93440517849619
-36,3.07428695636367
-35,3.21439411461254
-34,3.35433233524244
-33,3.49370871669764
-32,3.63213465175202
-31,3.76922860292898
-30,3.9046187357018
-29,4.03794537268109
-28,4.16886323576905
-27,4.29704344773795
-26,4.42217526974549
-25,4.54396755678479
-24,4.66214991882401
-23,4.77647358125574
-22,4.88671194408682
-21,4.99266084490068
-20,5.09413853587452
-19,5.19098538991211
-18,5.2830633551592
-17,5.37025518072993
-16,5.45246343934174
-15,5.52960937471426
-14,5.60163160303899
-13,5.66848469859965
-12,5.73013769376591
-11,5.78657252315675
-10,5.83778244084866
-9,5.88377043816575
-8,5.92454768791575
-7,5.96013203900519
-6,5.9905465832531
-5,6.0158183139892
-4,6.03597689372511
-3,6.05105354587009
-2,6.06108008315776
-1,6.06608808317981
0,6.06610821919863
1,6.06116975223657
2,6.05130018831253
3,6.03652510261047
4,6.01686813030877
5,5.99235112176785
6,5.96299445775713
7,5.92881751840043
8,5.88983929753489
9,5.84607915222083
10,5.79755767522697
11,5.74429767647116
12,5.68632525765129
13,5.62367096269203
14,5.5563709851992
15,5.48446841289883
16,5.40801448808234
17,5.32706986242236
18,5.24170582419725
19,5.15200547599164
20,5.0580648413372
21,4.95999387952583
22,4.85791738895167
23,4.75197578079572
24,4.64232570661608
25,4.52914052540101
26,4.41261059781978
27,4.29294339770783
28,4.17036343318094
29,4.04511197212965
30,3.91744656914604
31,3.7876403931398
32,3.65598135698343
33,3.52277105247819
34,3.38832349576257
35,3.25296369001758
36,3.11702601399858
37,2.98085244658907
38,2.84479063928043
39,2.70919185028338
40,2.57440875591018
41,2.44079315695652
42,2.30869360005827
43,2.17845293637552
44,2.05040584241079
45,1.92487633021426
46,1.8021752765584
47,1.68259800274471
48,1.56642193839217
49,1.45390440370107
50,1.34528054514423
51,1.24076145918437
52,1.14053253735259
53,1.044752063787
54,0.953550093103466
55,0.86702763228125
56,0.785256145172866
57,0.708277392415407
58,0.636103613096031
59,0.56871804770971
60,0.506075794968432
61,0.44810498811709
62,0.394708269823129
63,0.34576453866408
64,0.301130934947609
65,0.260645029238815
66,0.224127173676599
67,0.191382974027839
68,0.162205839500103
69,0.136379567608886
70,0.113680922825653
71,0.0938821702290849
72,0.0767535288180433
73,0.062065513366452
74,0.0495911385314139
75,0.039107964177167
76,0.0303999663543553
77,0.0232592238843163
78,0.0174874158586957
79,0.0128971304080141
80,0.00931298967127613
81,0.00657259988873515
82,0.00452733884429474
83,0.00304299543344651
84,0.00200027788588903
85,0.00129520811540527
86,0.00083941981563964
87,0.000560377305603154
88,0.000401530811123406
89,0.000322421924867841
