"Theta [deg]","GainTotal [] - Freq='0.074GHz' Phi='90deg'"
-89,0.000595981974227569
-88,0.000686613973210559
-87,0.000863484109322931
-86,0.00116508947641484
-85,0.00164486645433561
-84,0.00237074741916893
-83,0.00342461238971517
-82,0.00490165063269911
-81,0.00690964933528287
-80,0.00956822785156657
-79,0.0130080366697077
-78,0.0173699400826653
-77,0.0228042005596562
-76,0.0294696810166349
-75,0.037533078610952
-74,0.0471682004055954
-73,0.058555287358878
-72,0.0718803887207729
-71,0.087334784208046
-70,0.105114446460596
-69,0.12541953144387
-68,0.148453879863424
-67,0.174424508511693
-66,0.203541066987309
-65,0.236015232618582
-64,0.272060014870999
-63,0.311888940181896
-62,0.355715089163814
-61,0.403749960525272
-60,0.456202139893389
-59,0.513275756947334
-58,0.575168720783165
-57,0.642070731064784
-56,0.714161071049209
-55,0.791606197730508
-54,0.874557153805448
-53,0.963146835573127
-52,1.05748715987086
-51,1.15766618134731
-50,1.26374521842315
-49,1.37575605186086
-48,1.49369826367515
-47,1.61753678593879
-46,1.74719972871785
-45,1.88257655382728
-44,2.02351665633365
-43,2.16982840883218
-42,2.32127871465648
-41,2.47759310558256
-40,2.63845640757205
-39,2.80351398502739
-38,2.97237356030894
-37,3.14460759132379
-36,3.31975617628179
-35,3.4973304416637
-34,3.67681635747524
-33,3.85767891334819
-32,4.03936658032306
-31,4.22131597647261
-30,4.40295665009558
-29,4.58371589214038
-28,4.76302348984496
-27,4.94031633625456
-26,5.11504281518161
-25,5.2866668881061
-24,5.45467181822601
-23,5.61856347704775
-22,5.77787319021455
-21,5.93216009133702
-20,6.08101296504071
-19,6.22405157290819
-18,6.36092746811601
-17,6.49132431602604
-16,6.61495774850374
-15,6.73157478906397
-14,6.84095289390361
-13,6.94289866033707
-12,7.03724625902602
-11,7.12385564966246
-10,7.20261064144268
-9,7.27341685981975
-8,7.33619967973991
-7,7.39090218297574
-6,7.43748319340936
-5,7.47591543934971
-4,7.50618388635018
-3,7.52828427769391
-2,7.54222191289393
-1,7.54801068737097
0,7.54567240907114
1,7.5352364003076
2,7.51673938568494
3,7.49022565971334
4,7.45574752075623
5,7.41336595138661
6,7.36315151915635
7,7.30518546630656
8,7.23956095215863
9,7.16638440791186
10,7.08577696041746
11,6.99787587927107
12,6.90283600033085
13,6.80083107857065
14,6.69205502404936
15,6.57672297672506
16,6.45507217884879
17,6.32736260769499
18,6.19387733634852
19,6.05492259606934
20,5.91082752026355
21,5.76194355714416
22,5.60864354558614
23,5.45132045627052
24,5.29038580776348
25,5.12626777447788
26,4.95940901031442
27,4.79026421798565
28,4.6192974994237
29,4.44697952712302
30,4.27378457966991
31,4.10018748699738
32,3.92666053205227
33,3.75367035558675
34,3.5816749097401
35,3.41112050404331
36,3.24243898456738
37,3.07604508327631
38,2.91233397037663
39,2.75167903772263
40,2.59442993628158
41,2.44091088542175
42,2.29141926648172
43,2.14622450782183
44,2.0055672634461
45,1.8696588823968
46,1.73868116153989
47,1.61278637013847
48,1.49209753081363
49,1.37670893816931
50,1.26668689355988
51,1.162070632252
52,1.06287341761653
53,0.969083776013082
54,0.880666845721552
55,0.797565813634523
56,0.719703414439361
57,0.646983468650354
58,0.579292438038828
59,0.516500979666291
60,0.458465482743515
61,0.405029575789473
62,0.356025594907817
63,0.311276007288629
64,0.270594787136623
65,0.233788743991313
66,0.200658805727766
67,0.171001260322128
68,0.144608961680034
69,0.121272505438269
70,0.100781380676103
71,0.0829251029604599
72,0.0674943331750965
73,0.0542819852466712
74,0.0430843242928649
75,0.0337020549982244
76,0.0259413982885801
77,0.0196151527311201
78,0.0145437356245881
79,0.0105561975319929
80,0.00749120309256985
81,0.00519797035257363
82,0.0035371605753788
83,0.00238171051043017
84,0.00161759938287385
85,0.00114454336615838
86,0.000876610968772232
87,0.000742753554078756
88,0.000687246074094516
89,0.000670033997109753
