"Theta [deg]","GainTotal [] - Freq='0.074GHz' Phi='0deg'"
-89,0.00414413668045003
-88,0.0156713505733058
-87,0.034823618189153
-86,0.061513553333984
-85,0.0956200238759117
-84,0.136989335197365
-83,0.185436718920681
-82,0.240748103213398
-81,0.302682136731512
-80,0.370972434586413
-79,0.445330011697429
-78,0.525445866575736
-77,0.610993677018756
-76,0.701632568401675
-75,0.797009915239751
-74,0.896764137448658
-73,1.00052745421756
-72,1.10792856058104
-71,1.21859519456414
-70,1.3321565660977
-69,1.44824562266625
-68,1.56650113075338
-67,1.68656955648406
-66,1.80810673331767
-65,1.93077930911342
-64,2.05426596926783
-63,2.17825843681908
-62,2.30246225434295
-61,2.42659735606015
-60,2.55039844178217
-59,2.67361516710059
-58,2.79601216654948
-57,2.91736892832843
-56,3.03747954056381
-55,3.15615233001535
-54,3.27320941461819
-53,3.3884861913049
-52,3.50183078019804
-51,3.61310344552318
-50,3.72217601248529
-49,3.82893129790062
-48,3.93326257060337
-47,4.03507305557557
-46,4.13427549340988
-45,4.23079176414062
-44,4.32455258171296
-43,4.41549726245246
-42,4.50357356791075
-41,4.58873761946731
-40,4.6709538791415
-39,4.75019518830023
-38,4.82644285342161
-37,4.8996867658829
-36,4.96992554096313
-35,5.03716665995896
-34,5.10142659856283
-33,5.16273092448338
-32,5.22111434771378
-31,5.27662070786632
-30,5.32930288455659
-29,5.3792226188813
-28,5.4264502365115
-27,5.47106426572097
-26,5.51315094667924
-25,5.55280363144403
-24,5.59012207716996
-23,5.62521163799782
-22,5.65818236379668
-21,5.68914801631257
-20,5.71822501526151
-19,5.74553132844338
-18,5.7711853210195
-17,5.79530457968653
-16,5.81800472761082
-15,5.83939824569389
-14,5.85959331507662
-13,5.87869269481715
-12,5.89679264747059
-11,5.91398192393038
-10,5.93034081744006
-9,5.94594029521975
-8,5.96084121474035
-7,5.97509363037423
-6,5.98873619499784
-5,6.00179566014869
-4,6.01428647756183
-3,6.02621050433153
-2,6.03755681354937
-1,6.04830161203542
0,6.05840826666801
1,6.06782744078386
2,6.07649734211046
3,6.08434408364905
4,6.09128215878889
5,6.09721503164328
6,6.10203584310097
7,6.1056282323351
8,6.10786727247052
9,6.10862051775551
10,6.10774915790964
11,6.10510927333696
12,6.10055318263548
13,6.09393087135153
14,6.08509148829518
15,6.07388489304181
16,6.06016323560481
17,6.04378254679734
18,6.02460431563848
19,6.00249702843258
20,5.97733764299176
21,5.94901297099577
22,5.91742094179157
23,5.88247172209888
24,5.84408866814942
25,5.80220908974883
26,5.75678480957383
27,5.7077825056227
28,5.6551838300018
29,5.59898530299434
30,5.53919798742683
31,5.47584695450511
32,5.40897055830465
33,5.33861954173178
34,5.26485600179879
35,5.18775224626817
36,5.10738957694662
37,5.02385703701287
38,4.93725016065834
39,4.84766976297207
40,4.75522080642912
41,4.66001137761376
42,4.5621518040396
43,4.46175393627185
44,4.35893061519293
45,4.25379533838229
46,4.14646213341103
47,4.03704563958741
48,3.92566139352133
49,3.81242630798008
50,3.69745932803113
51,3.5808822435348
52,3.46282063275408
53,3.34340490826047
54,3.22277143347969
55,3.10106367616499
56,2.97843336382144
57,2.8550416056296
58,2.73105994572183
59,2.60667131373263
60,2.48207084034867
61,2.35746650809428
62,2.2330796107595
63,2.10914499865651
64,1.98591109120734
65,1.86363964313627
66,1.74260525566209
67,1.62309462944118
68,1.50540556147002
69,1.38984569357256
70,1.27673102532768
71,1.16638420918827
72,1.05913264996914
73,0.955306434713918
74,0.855236122091996
75,0.759250422852636
76,0.667673804434048
77,0.580824053583613
78,0.499009830816975
79,0.422528249786047
80,0.351662513222761
81,0.286679635181546
82,0.227828276937921
83,0.175336721238087
84,0.129411006758552
85,0.0902332417401085
86,0.0579601129061557
87,0.0327216030404262
88,0.0146199280387492
89,0.0037287018934021
